Middle layer Super Output Areas Code,Middle layer Super Output Areas,No_qualifications,Level_1_and_entry_level_qualifications,Level_2_qualifications,Apprenticeship,Level_3_qualifications,Level_4_qualifications_or_above,Other,Does_not_apply,total
E02000001,City of London 001,529,223,392,80,708,5939,135,579,8585
E02000002,Barking and Dagenham 001,1433,642,786,251,820,1850,203,2297,8282
E02000003,Barking and Dagenham 002,1885,917,1102,359,1250,3010,326,2695,11544
E02000004,Barking and Dagenham 003,1249,560,663,273,777,1634,159,1325,6640
E02000005,Barking and Dagenham 004,1779,789,1015,315,1087,2699,305,3096,11085
E02000007,Barking and Dagenham 006,1777,794,983,312,985,2367,248,2696,10162
E02000008,Barking and Dagenham 007,2484,1070,1365,395,1332,2809,396,3399,13250
E02000009,Barking and Dagenham 008,2077,921,1219,367,1285,3134,351,3510,12864
E02000010,Barking and Dagenham 009,1685,763,903,298,962,2193,271,2410,9485
E02000011,Barking and Dagenham 010,1380,558,654,254,681,1687,204,1613,7031
E02000012,Barking and Dagenham 011,1709,902,1160,270,1423,3022,359,2666,11511
E02000013,Barking and Dagenham 012,1806,749,895,309,887,2095,224,2432,9397
E02000014,Barking and Dagenham 013,1927,836,1021,328,960,2100,261,2432,9865
E02000015,Barking and Dagenham 014,1395,592,838,255,777,1967,202,2200,8226
E02000016,Barking and Dagenham 015,1365,668,751,222,937,3329,310,2984,10566
E02000017,Barking and Dagenham 016,1652,792,834,218,880,2473,292,1991,9132
E02000018,Barking and Dagenham 017,1673,765,850,319,928,2217,245,2554,9551
E02000019,Barking and Dagenham 018,1644,763,900,255,976,2231,253,2641,9663
E02000020,Barking and Dagenham 019,2206,948,1179,330,1341,3869,391,3791,14055
E02000021,Barking and Dagenham 020,1488,737,813,249,843,2001,237,2391,8759
E02000022,Barking and Dagenham 021,903,507,599,136,737,2322,212,2324,7740
E02000023,Barking and Dagenham 022,1145,551,731,209,719,2071,180,2413,8019
E02000024,Barnet 001,956,549,884,294,1060,4976,204,1918,10841
E02000025,Barnet 002,978,524,719,215,1003,3374,176,1595,8584
E02000026,Barnet 003,758,356,615,175,741,2434,137,1241,6457
E02000027,Barnet 004,1413,719,935,277,1049,3118,216,1920,9647
E02000028,Barnet 005,665,382,604,180,696,2628,148,1228,6531
E02000029,Barnet 006,1121,650,846,352,1016,3211,242,2240,9678
E02000030,Barnet 007,1193,488,865,248,1015,3711,195,1740,9455
E02000031,Barnet 008,851,372,624,163,783,3847,170,1521,8331
E02000032,Barnet 009,931,463,745,226,861,3017,181,1515,7939
E02000033,Barnet 010,1118,621,842,291,1015,3052,206,1746,8891
E02000034,Barnet 011,1033,458,740,278,984,3556,229,1807,9085
E02000035,Barnet 012,1001,392,605,194,758,3932,204,1446,8532
E02000036,Barnet 013,1434,670,937,294,1165,3854,294,2596,11244
E02000037,Barnet 014,1169,597,902,240,999,4039,265,2623,10834
E02000038,Barnet 015,1413,575,895,275,1042,4194,248,2077,10719
E02000039,Barnet 016,765,365,573,153,658,2989,154,1512,7169
E02000040,Barnet 017,946,445,774,222,841,3833,188,1889,9138
E02000041,Barnet 018,1434,611,773,237,960,3159,275,2007,9456
E02000042,Barnet 019,1622,592,817,266,1031,4777,301,2153,11559
E02000043,Barnet 020,610,289,458,140,627,3631,136,1679,7570
E02000044,Barnet 021,1399,599,719,267,875,2750,266,1969,8844
E02000045,Barnet 022,1369,593,875,284,1130,3743,290,2240,10524
E02000046,Barnet 023,661,323,463,170,613,3278,192,1262,6962
E02000047,Barnet 024,2295,951,975,334,1190,3439,397,2816,12397
E02000048,Barnet 025,1014,491,769,234,1027,4343,209,2196,10283
E02000049,Barnet 026,1537,663,827,253,1081,3359,300,2512,10532
E02000050,Barnet 027,1316,587,821,236,1002,4157,246,2013,10378
E02000051,Barnet 028,1075,394,658,185,791,4160,231,1666,9160
E02000052,Barnet 029,832,372,649,202,856,4882,179,1879,9851
E02000054,Barnet 031,950,443,502,228,789,3083,226,1410,7631
E02000055,Barnet 032,1528,647,890,305,1362,4395,368,2229,11724
E02000056,Barnet 033,626,292,632,133,731,4634,150,1929,9127
E02000057,Barnet 034,924,373,608,187,921,2699,223,2079,8014
E02000058,Barnet 035,972,459,780,178,889,4450,231,2267,10226
E02000059,Barnet 036,2014,790,839,359,1131,4156,335,2003,11627
E02000060,Barnet 037,1381,667,1188,198,1089,3176,297,3562,11558
E02000061,Barnet 038,845,316,500,155,699,4177,195,1458,8345
E02000062,Barnet 039,1251,452,509,179,708,2156,210,1493,6958
E02000063,Barnet 040,1127,445,578,227,768,2698,242,1501,7586
E02000064,Barnet 041,825,324,481,171,647,2697,190,1339,6674
E02000065,Bexley 001,1016,564,732,216,845,2426,141,2122,8062
E02000066,Bexley 002,1514,782,897,298,998,2549,217,2178,9433
E02000067,Bexley 003,1584,797,1048,362,1138,2726,251,2325,10231
E02000068,Bexley 004,1197,660,820,246,861,2033,212,2147,8176
E02000069,Bexley 005,1093,547,731,282,902,1932,188,1538,7213
E02000070,Bexley 006,1314,766,954,326,1068,1900,224,1557,8109
E02000071,Bexley 007,1197,779,925,317,1027,1558,181,1686,7670
E02000072,Bexley 008,1922,1009,1228,340,1322,3413,253,3436,12923
E02000073,Bexley 009,1538,983,1327,501,1530,2587,238,2022,10726
E02000074,Bexley 010,1550,868,968,351,1020,1897,207,2000,8861
E02000075,Bexley 011,1230,710,1047,416,1120,1900,183,1380,7986
E02000077,Bexley 013,1312,749,974,354,990,1985,206,1570,8140
E02000078,Bexley 014,1074,779,969,384,1131,1878,177,1539,7931
E02000079,Bexley 015,1206,703,1013,406,1140,2420,210,1673,8771
E02000080,Bexley 016,1476,907,1142,409,1327,2551,274,1978,10064
E02000081,Bexley 017,1222,759,975,372,1119,1975,195,1689,8306
E02000082,Bexley 018,1270,854,1132,469,1343,2177,211,1880,9336
E02000083,Bexley 019,1568,987,1387,485,1471,2726,259,2386,11269
E02000084,Bexley 020,1389,944,1314,512,1572,2953,243,2186,11113
E02000085,Bexley 021,1167,722,1110,370,1214,1618,180,1580,7961
E02000086,Bexley 022,975,674,955,356,1101,1626,164,1325,7176
E02000087,Bexley 023,911,665,1009,352,1158,2460,167,1486,8208
E02000088,Bexley 024,955,717,1007,358,1168,1868,199,1478,7750
E02000089,Bexley 025,950,686,988,372,1214,1938,205,1518,7871
E02000090,Bexley 026,1197,737,1162,361,1633,2837,183,1529,9639
E02000091,Bexley 027,1454,825,1156,437,1410,2896,238,1750,10166
E02000092,Bexley 028,1152,632,797,289,846,1427,150,1460,6753
E02000093,Brent 001,2363,877,996,346,1164,3655,382,2093,11876
E02000094,Brent 002,1704,747,863,296,1129,3367,358,1997,10461
E02000095,Brent 003,2051,728,877,292,1043,3290,313,1867,10461
E02000096,Brent 004,1070,483,600,142,716,3075,187,1358,7631
E02000097,Brent 005,1805,729,807,314,1030,2748,323,1775,9531
E02000098,Brent 006,1581,604,684,198,796,3013,277,1587,8740
E02000099,Brent 007,1563,642,786,251,872,3083,344,2019,9560
E02000100,Brent 008,1045,434,600,212,1058,3579,252,1139,8319
E02000101,Brent 009,1764,689,767,279,1055,3065,314,2004,9937
E02000102,Brent 010,1897,623,630,262,844,1691,278,2103,8328
E02000103,Brent 011,1818,750,833,309,994,2868,278,2123,9973
E02000104,Brent 012,1327,599,630,251,749,2441,269,1239,7505
E02000105,Brent 013,1695,765,754,269,939,3066,365,1990,9843
E02000106,Brent 014,2275,835,761,401,997,2628,362,2094,10353
E02000107,Brent 015,1932,735,745,367,1029,3938,317,1876,10939
E02000108,Brent 016,1270,570,551,230,715,2241,278,1403,7258
E02000110,Brent 018,1164,467,505,206,924,3261,242,1406,8175
E02000111,Brent 019,2376,1052,906,296,927,2998,480,2249,11284
E02000112,Brent 020,2431,1186,946,337,985,3269,548,2047,11749
E02000113,Brent 021,1938,826,973,272,1042,2097,283,2199,9630
E02000114,Brent 022,1439,583,718,303,882,3381,294,1394,8994
E02000115,Brent 023,1197,426,480,233,742,3971,241,1332,8622
E02000116,Brent 024,1679,662,691,294,826,2227,296,1874,8549
E02000117,Brent 025,2370,1026,1176,365,1324,3021,398,3053,12733
E02000118,Brent 026,2929,1060,875,308,962,2595,521,2043,11293
E02000119,Brent 027,1771,773,805,281,1173,3073,296,2452,10624
E02000120,Brent 028,1147,420,525,208,860,4233,217,1407,9017
E02000121,Brent 029,3033,1033,931,318,949,3125,457,2394,12240
E02000122,Brent 030,920,437,568,201,821,3538,203,1489,8177
E02000123,Brent 031,2642,1027,1026,445,1362,3829,458,2790,13579
E02000124,Brent 032,942,411,668,180,964,4753,199,1837,9954
E02000125,Brent 033,1295,549,700,250,955,4080,238,1874,9941
E02000126,Brent 034,1219,562,675,219,933,2754,213,1621,8196
E02000127,Bromley 001,1471,774,1012,336,1040,2374,213,2110,9330
E02000128,Bromley 002,900,536,887,275,939,2407,156,1687,7787
E02000130,Bromley 004,788,438,635,186,798,3787,188,1606,8426
E02000131,Bromley 005,951,492,715,229,1052,4978,218,1852,10487
E02000132,Bromley 006,877,570,820,253,1124,4409,174,1604,9831
E02000133,Bromley 007,902,541,1053,246,1200,4580,175,2054,10751
E02000134,Bromley 008,1099,666,1074,322,1330,4733,217,2310,11751
E02000135,Bromley 009,1557,762,918,295,1080,3123,238,1899,9872
E02000136,Bromley 010,777,481,664,194,741,1670,130,1088,5745
E02000137,Bromley 011,718,512,792,224,970,3453,154,1578,8401
E02000138,Bromley 012,715,456,819,233,966,3871,175,1267,8502
E02000139,Bromley 013,673,445,692,178,797,3221,133,1573,7712
E02000140,Bromley 014,1481,765,1017,312,1016,1819,175,2095,8680
E02000141,Bromley 015,718,474,741,173,835,2754,130,1407,7232
E02000142,Bromley 016,727,489,896,227,1074,3412,182,1809,8816
E02000144,Bromley 018,731,519,886,233,1083,4471,183,1957,10063
E02000145,Bromley 019,1441,776,947,293,928,2115,179,2145,8824
E02000146,Bromley 020,918,635,965,308,1160,3553,194,1969,9702
E02000147,Bromley 021,597,495,910,216,979,3234,134,1625,8190
E02000148,Bromley 022,659,427,761,212,727,2495,128,1316,6725
E02000149,Bromley 023,1183,736,968,331,1016,2106,160,1666,8166
E02000150,Bromley 024,859,600,916,280,1105,2809,177,1770,8516
E02000151,Bromley 025,660,530,839,226,892,2711,147,1538,7543
E02000152,Bromley 026,1170,591,839,306,968,2130,126,1833,7963
E02000153,Bromley 027,734,599,1009,272,1079,2511,175,1727,8106
E02000154,Bromley 028,877,576,898,242,1023,3173,190,1549,8528
E02000155,Bromley 029,1202,687,839,322,923,1836,164,1184,7157
E02000156,Bromley 030,1292,910,1487,421,1686,4001,276,2219,12292
E02000157,Bromley 031,761,586,1014,273,1061,2876,175,1621,8367
E02000158,Bromley 032,975,609,927,281,889,2255,188,1662,7786
E02000159,Bromley 033,818,573,938,272,985,2149,168,1212,7115
E02000160,Bromley 034,798,616,1036,302,1151,2474,157,1574,8108
E02000161,Bromley 035,855,631,965,289,1060,2953,165,1784,8702
E02000162,Bromley 036,972,576,882,309,895,1972,182,1332,7120
E02000163,Bromley 037,885,533,923,293,958,2546,159,1418,7715
E02000165,Bromley 039,888,664,1052,342,1144,1548,145,1389,7172
E02000166,Camden 001,716,325,567,129,759,3881,154,1217,7748
E02000167,Camden 002,333,171,339,53,495,4514,97,1196,7198
E02000168,Camden 003,627,302,443,117,748,4248,138,1190,7813
E02000169,Camden 004,439,160,387,79,515,4040,140,1419,7179
E02000170,Camden 005,612,256,415,102,656,4391,146,1338,7916
E02000171,Camden 006,555,265,445,94,666,4065,119,1179,7388
E02000172,Camden 007,1531,584,757,213,1167,3649,267,1832,10000
E02000173,Camden 008,414,169,287,61,567,4538,138,1318,7492
E02000174,Camden 009,855,404,547,143,923,3735,154,1325,8086
E02000175,Camden 010,658,304,496,128,882,5241,171,1202,9082
E02000176,Camden 011,303,117,208,73,428,3721,118,946,5914
E02000177,Camden 012,1105,459,644,207,980,3516,190,1390,8491
E02000178,Camden 013,1096,443,550,173,860,4261,229,1291,8903
E02000179,Camden 014,459,207,361,84,553,2936,121,1028,5749
E02000180,Camden 015,816,348,497,134,1052,3744,151,1137,7879
E02000181,Camden 016,470,198,328,95,610,5004,139,1234,8078
E02000182,Camden 017,687,243,389,86,564,3611,206,1332,7118
E02000183,Camden 018,670,291,455,130,714,4045,141,1145,7591
E02000184,Camden 019,1026,451,590,172,1561,3684,262,1163,8909
E02000185,Camden 020,1422,584,653,180,867,3323,236,1617,8882
E02000186,Camden 021,610,230,360,121,938,3052,127,787,6225
E02000187,Camden 022,1419,621,775,213,1420,3310,231,1797,9786
E02000188,Camden 023,1053,513,553,114,1227,2279,192,1248,7179
E02000191,Camden 026,352,176,217,65,1625,2441,148,315,5339
E02000192,Camden 027,842,371,439,119,810,2977,180,919,6657
E02000193,Camden 028,496,247,362,108,897,3208,183,460,5961
E02000194,Croydon 001,798,532,706,221,1004,4014,208,1728,9211
E02000195,Croydon 002,1208,650,825,279,1063,3523,192,1909,9649
E02000196,Croydon 003,1222,566,751,233,871,2603,233,1434,7913
E02000197,Croydon 004,1280,628,815,285,1005,3015,288,1709,9025
E02000198,Croydon 005,1364,663,816,297,1036,2599,240,1875,8890
E02000199,Croydon 006,1020,637,819,253,1032,2761,228,1666,8416
E02000200,Croydon 007,1037,615,722,253,905,3556,263,1698,9049
E02000201,Croydon 008,1130,604,786,286,1012,2765,200,1909,8692
E02000202,Croydon 009,1382,742,864,284,980,2629,265,1784,8930
E02000203,Croydon 010,1226,668,753,244,887,2282,232,1673,7965
E02000204,Croydon 011,1491,786,913,292,1065,2776,289,2044,9656
E02000206,Croydon 013,1557,809,986,335,1237,3118,302,2472,10816
E02000207,Croydon 014,1161,731,982,290,1169,2686,194,1690,8903
E02000208,Croydon 015,1643,833,886,305,1141,3057,262,2736,10863
E02000209,Croydon 016,1345,768,872,264,1041,2458,255,2065,9068
E02000210,Croydon 017,1062,625,901,266,1054,2853,180,1771,8712
E02000211,Croydon 018,1053,714,951,360,1125,2451,173,1447,8274
E02000212,Croydon 019,1530,787,958,244,1099,2340,245,2258,9461
E02000213,Croydon 020,1839,896,1135,376,1297,3968,378,2910,12799
E02000214,Croydon 021,694,462,597,186,798,2216,134,1150,6237
E02000215,Croydon 022,1563,751,979,331,1275,4427,294,2205,11825
E02000216,Croydon 023,672,335,490,174,679,3253,146,1412,7161
E02000217,Croydon 024,1492,838,1093,320,1390,3884,296,2612,11925
E02000218,Croydon 025,871,544,817,219,820,1728,129,1544,6672
E02000219,Croydon 026,986,596,883,284,1003,2583,173,1121,7629
E02000221,Croydon 028,1485,798,1090,335,1252,3159,239,2500,10858
E02000222,Croydon 029,724,502,781,217,965,3405,135,1622,8351
E02000223,Croydon 030,1575,757,955,197,847,1524,160,2515,8530
E02000224,Croydon 031,746,517,778,202,1005,2997,161,1649,8055
E02000225,Croydon 032,1525,735,888,286,776,1435,183,1672,7500
E02000226,Croydon 033,785,571,897,306,985,2543,196,1332,7615
E02000227,Croydon 034,1479,1062,1424,432,1651,3056,271,2302,11677
E02000228,Croydon 035,610,489,821,203,956,3174,143,1560,7956
E02000229,Croydon 036,1316,592,647,214,666,1148,145,1507,6235
E02000230,Croydon 037,1056,609,1008,274,1186,4235,205,1928,10501
E02000231,Croydon 038,684,403,756,170,895,3436,198,1387,7929
E02000232,Croydon 039,817,519,744,262,864,1732,132,1127,6197
E02000233,Croydon 040,625,431,674,177,833,2142,115,1366,6363
E02000234,Croydon 041,954,635,971,256,1141,3277,186,2029,9449
E02000235,Croydon 042,591,492,802,234,887,2452,150,1283,6891
E02000236,Croydon 043,814,561,959,243,1190,3159,144,2063,9133
E02000237,Croydon 044,967,572,932,295,1063,2127,168,1477,7601
E02000238,Ealing 001,1579,791,961,421,1218,3298,342,2096,10706
E02000239,Ealing 002,1408,644,802,301,996,2987,315,1586,9039
E02000240,Ealing 003,1911,942,1017,392,1168,2973,331,2475,11209
E02000241,Ealing 004,1141,544,663,256,843,2223,240,1486,7396
E02000242,Ealing 005,1201,488,581,246,827,2050,249,1242,6884
E02000243,Ealing 006,1432,668,771,348,1002,2611,285,1607,8724
E02000244,Ealing 007,1202,478,576,304,825,2694,307,1503,7889
E02000245,Ealing 008,1592,798,764,305,950,2260,272,2367,9308
E02000246,Ealing 009,1737,785,844,294,1025,2239,271,2266,9461
E02000247,Ealing 010,1829,867,924,402,1208,2920,497,2508,11155
E02000248,Ealing 011,941,414,444,233,754,3084,271,1576,7717
E02000249,Ealing 012,1405,631,704,362,854,2415,310,1697,8378
E02000250,Ealing 013,403,230,440,122,564,3309,143,1272,6483
E02000251,Ealing 014,1502,687,713,299,898,2245,301,1668,8313
E02000252,Ealing 015,1596,635,824,337,2478,4218,374,1777,12239
E02000253,Ealing 016,1762,768,971,315,1101,2863,267,2298,10345
E02000254,Ealing 017,2025,935,809,241,919,2146,419,1715,9209
E02000255,Ealing 018,964,485,717,206,1044,4180,283,1985,9864
E02000256,Ealing 019,728,309,551,161,855,4969,206,1404,9183
E02000258,Ealing 021,789,320,434,177,685,2835,244,1417,6901
E02000259,Ealing 022,595,347,507,226,676,2621,189,1424,6585
E02000260,Ealing 023,2229,1028,843,253,804,2128,549,2003,9837
E02000261,Ealing 024,1577,727,841,353,1349,5114,413,2279,12653
E02000262,Ealing 025,1101,486,585,239,942,3959,287,1749,9348
E02000263,Ealing 026,3315,1357,1181,315,1209,2651,820,2859,13707
E02000264,Ealing 027,784,295,459,173,845,4488,241,1204,8489
E02000265,Ealing 028,1382,680,732,283,1115,4652,240,2148,11232
E02000266,Ealing 029,2471,1009,1121,295,1464,3522,446,2787,13115
E02000267,Ealing 030,857,422,665,250,842,3175,209,1731,8151
E02000268,Ealing 031,954,410,591,206,935,4513,190,1453,9252
E02000269,Ealing 032,519,285,469,151,714,4242,214,1573,8167
E02000270,Ealing 033,1091,459,656,247,930,4118,269,1838,9608
E02000271,Ealing 034,417,182,357,97,592,3892,100,1313,6950
E02000272,Ealing 035,617,334,465,152,623,3023,146,1349,6709
E02000275,Ealing 038,1867,774,640,173,738,1928,441,1609,8170
E02000276,Ealing 039,549,275,395,146,663,3287,106,1339,6760
E02000277,Enfield 001,1450,622,726,268,823,1635,204,1797,7525
E02000278,Enfield 002,2129,734,833,280,1015,1906,257,2276,9430
E02000279,Enfield 003,2264,896,1090,344,1270,2933,287,3239,12323
E02000280,Enfield 004,1243,589,858,333,1013,2536,166,1896,8634
E02000281,Enfield 005,1526,816,942,339,1149,2430,175,2275,9652
E02000282,Enfield 006,2099,768,894,301,960,1851,286,2791,9950
E02000283,Enfield 007,1830,687,782,295,895,1809,199,2041,8538
E02000284,Enfield 008,1122,572,805,283,950,3020,166,1826,8744
E02000285,Enfield 009,791,498,749,277,847,2073,139,1269,6643
E02000286,Enfield 010,1034,577,804,279,929,3246,203,1614,8686
E02000287,Enfield 011,981,430,645,173,761,2847,182,1336,7355
E02000288,Enfield 012,2758,1007,1182,310,1185,2739,307,3295,12783
E02000289,Enfield 013,777,467,624,184,849,2431,137,1307,6776
E02000290,Enfield 014,1372,509,521,195,642,1463,152,1829,6683
E02000291,Enfield 015,1551,680,890,314,1085,3285,240,2117,10162
E02000292,Enfield 016,1557,701,916,313,1087,2813,226,2224,9837
E02000293,Enfield 017,721,386,625,191,722,2440,137,1175,6397
E02000294,Enfield 018,2074,789,818,327,965,1944,273,2179,9369
E02000295,Enfield 019,1093,559,793,239,843,3172,194,1798,8691
E02000296,Enfield 020,1684,599,779,295,1066,3544,300,2076,10343
E02000297,Enfield 021,1352,695,873,327,1190,3069,225,1669,9400
E02000298,Enfield 022,893,422,677,226,859,3438,162,1579,8256
E02000299,Enfield 023,2138,783,816,286,854,2009,255,2354,9495
E02000300,Enfield 024,1793,821,759,311,908,1890,259,2115,8856
E02000301,Enfield 025,2259,854,922,273,1083,2106,254,2468,10219
E02000302,Enfield 026,1489,655,717,279,950,2668,234,1674,8666
E02000303,Enfield 027,1927,667,740,256,810,1844,228,1893,8365
E02000304,Enfield 028,846,381,664,232,786,3466,177,1491,8043
E02000305,Enfield 029,1180,463,724,226,888,3593,237,1566,8877
E02000306,Enfield 030,2083,761,778,224,893,1861,241,2293,9134
E02000307,Enfield 031,1974,839,896,293,1104,2430,284,2292,10112
E02000308,Enfield 032,1313,598,684,250,906,3042,255,1712,8760
E02000309,Enfield 033,2458,1003,1011,332,1099,2567,327,2997,11794
E02000311,Enfield 035,2119,806,911,322,1145,2871,337,2033,10544
E02000312,Enfield 036,1710,707,801,413,1033,4330,323,1986,11303
E02000313,Greenwich 001,1074,492,586,194,651,1742,124,1626,6489
E02000314,Greenwich 002,1698,1044,1362,431,1440,4316,357,3456,14104
E02000315,Greenwich 003,1576,726,868,336,923,2640,218,2583,9870
E02000317,Greenwich 005,1293,533,635,206,756,2213,159,1768,7563
E02000318,Greenwich 006,2177,985,927,316,1037,2887,391,2346,11066
E02000319,Greenwich 007,1656,789,900,283,1074,3347,282,2287,10618
E02000320,Greenwich 008,1128,518,618,201,774,2080,162,1560,7041
E02000321,Greenwich 009,1377,544,663,268,739,2175,217,1739,7722
E02000323,Greenwich 011,1857,854,1144,368,1222,4204,311,2900,12860
E02000324,Greenwich 012,1198,594,670,244,758,2465,192,1746,7867
E02000326,Greenwich 014,819,396,523,161,788,3466,123,1522,7798
E02000327,Greenwich 015,904,470,595,176,739,2131,118,1493,6626
E02000328,Greenwich 016,598,255,399,100,568,3332,102,1158,6512
E02000329,Greenwich 017,1090,491,540,195,742,1813,159,1302,6332
E02000331,Greenwich 019,1260,514,734,247,850,2681,194,1755,8235
E02000332,Greenwich 020,858,481,644,231,856,2707,150,1523,7450
E02000333,Greenwich 021,447,228,395,114,531,3302,109,1117,6243
E02000334,Greenwich 022,981,492,608,203,722,2175,142,1318,6641
E02000335,Greenwich 023,815,505,658,237,809,2111,150,1391,6676
E02000337,Greenwich 025,1638,643,818,265,894,2193,194,1826,8471
E02000339,Greenwich 027,727,412,608,196,719,2324,97,1208,6291
E02000340,Greenwich 028,973,476,676,269,823,2218,173,1255,6863
E02000341,Greenwich 029,1479,681,789,288,790,1847,169,1951,7994
E02000342,Greenwich 030,895,433,617,210,1097,1721,133,1241,6347
E02000343,Greenwich 031,1205,530,755,254,754,1946,164,1441,7049
E02000344,Greenwich 032,872,460,740,285,813,1865,137,1258,6430
E02000345,Hackney 001,1813,460,683,151,551,1447,260,2833,8198
E02000346,Hackney 002,1379,484,603,198,885,3791,176,1882,9398
E02000347,Hackney 003,1531,507,659,142,578,1901,186,2649,8153
E02000348,Hackney 004,1679,523,655,156,586,1586,214,2707,8106
E02000350,Hackney 006,1347,483,605,200,898,4370,228,2111,10242
E02000351,Hackney 007,924,377,485,153,821,5044,136,1346,9286
E02000352,Hackney 008,780,291,491,196,587,2807,111,1487,6750
E02000353,Hackney 009,717,273,469,123,711,4082,104,1281,7760
E02000354,Hackney 010,1326,557,681,215,935,4074,217,1604,9609
E02000355,Hackney 011,948,376,542,124,799,3857,143,1405,8194
E02000356,Hackney 012,579,235,405,99,575,3910,104,1131,7038
E02000357,Hackney 013,1150,424,621,179,742,2099,169,1461,6845
E02000358,Hackney 014,1350,485,623,245,995,5462,245,1685,11090
E02000359,Hackney 015,812,294,411,133,632,2974,132,1309,6697
E02000360,Hackney 016,1685,724,894,239,1202,4264,209,2295,11512
E02000361,Hackney 017,948,374,448,111,765,4041,184,1188,8059
E02000362,Hackney 018,1011,398,578,159,752,2806,111,1146,6961
E02000363,Hackney 019,1855,723,915,263,1286,3864,254,2722,11882
E02000364,Hackney 020,997,379,568,186,884,4619,152,1433,9218
E02000366,Hackney 022,1255,437,673,165,884,3302,140,1471,8327
E02000367,Hackney 023,998,403,602,165,1022,5521,188,1522,10421
E02000368,Hackney 024,1625,569,702,166,991,3922,207,1740,9922
E02000369,Hackney 025,1666,606,824,251,1207,6406,292,2206,13458
E02000370,Hackney 026,1195,451,560,186,819,4060,184,1410,8865
E02000372,Hammersmith and Fulham 001,1524,606,762,280,1089,3931,319,1474,9985
E02000373,Hammersmith and Fulham 002,1201,482,657,195,774,1948,205,1572,7034
E02000374,Hammersmith and Fulham 003,825,364,491,135,826,2811,174,1287,6913
