Middle layer Super Output Areas Code,Middle layer Super Output Areas,Higher_managerial_administrative_and_professional_occupations,Lower_managerial_administrative_and_professional_occupations,Intermediate_occupations,Small_employers_and_own_account_workers,Lower_supervisory_and_technical_occupations,Semi_routine_occupations,Routine_occupations,Never_worked_and_long_term_unemployed,Full_time_students,Does_not_apply,total
E02004377,Hastings 010,888,1872,1147,1267,528,1191,891,758,411,1755,10708
E02004378,Hastings 011,582,1443,640,1031,375,1006,812,859,321,1154,8223
E02004379,Lewes 001,1203,1566,644,1067,274,528,366,262,364,1374,7648
E02004380,Lewes 002,1735,2091,855,1229,256,580,414,416,501,1566,9643
E02004381,Lewes 003,1307,1912,819,1086,324,736,711,418,464,1597,9374
E02004382,Lewes 004,759,1246,643,891,264,584,470,306,233,1115,6511
E02004383,Lewes 005,1222,1597,568,843,228,452,435,288,411,1296,7340
E02004384,Lewes 006,759,1473,818,943,329,684,477,418,296,1197,7394
E02004385,Lewes 007,578,1222,923,942,408,896,714,472,285,1219,7659
E02004386,Lewes 008,491,1052,694,748,334,799,662,410,237,1194,6621
E02004387,Lewes 009,342,807,525,559,327,697,692,408,294,1422,6073
E02004388,Lewes 010,541,1142,842,900,404,922,766,571,281,1408,7777
E02004389,Lewes 011,1179,2013,1188,1033,404,926,616,476,303,1204,9342
E02004390,Lewes 012,901,1482,976,925,366,781,644,406,283,1270,8034
E02004391,Lewes 013,727,1290,718,692,306,742,549,442,201,821,6488
E02004392,Rother 001,1201,1699,851,1415,338,702,517,496,351,1713,9283
E02004393,Rother 002,746,1169,624,1096,283,574,458,350,219,830,6349
E02004394,Rother 003,1096,1541,713,1382,274,572,446,433,292,1160,7909
E02004395,Rother 004,713,1337,654,1159,386,801,733,531,243,1069,7626
E02004396,Rother 005,1056,1859,1043,1492,387,792,549,508,366,1186,9238
E02004397,Rother 006,972,1547,770,1118,326,676,454,434,360,1479,8136
E02004398,Rother 007,454,1273,861,974,440,1252,946,750,389,1982,9321
E02004399,Rother 008,582,1497,1031,921,413,1006,647,560,266,1126,8049
E02004400,Rother 009,1453,2265,1416,1453,416,978,572,664,256,1059,10532
E02004401,Rother 010,826,1567,1084,960,347,841,514,536,204,830,7709
E02004402,Rother 011,636,1604,1038,1089,402,1180,752,761,309,1187,8958
E02004403,Wealden 001,1001,1370,532,1010,187,395,273,252,281,1132,6433
E02004404,Wealden 002,1228,1333,583,940,161,358,238,214,252,1100,6407
E02004405,Wealden 003,772,1113,722,699,222,566,326,255,244,1110,6029
E02004406,Wealden 004,1208,1548,848,912,222,588,336,350,264,1010,7286
E02004407,Wealden 005,1474,1636,754,1171,216,516,333,302,374,1327,8103
E02004408,Wealden 006,836,1436,866,1077,381,850,679,414,282,1555,8376
E02004409,Wealden 007,903,1128,482,832,182,320,241,267,197,770,5322
E02004410,Wealden 008,1361,1618,835,1326,235,456,339,305,271,1241,7987
E02004411,Wealden 009,858,1515,948,927,430,899,719,361,326,1528,8511
E02004412,Wealden 010,963,1502,866,1102,351,787,529,363,284,1335,8082
E02004413,Wealden 011,942,1421,726,1259,273,597,385,325,266,1130,7324
E02004414,Wealden 012,766,1298,769,709,294,568,419,237,287,1179,6526
E02004415,Wealden 013,1000,1322,601,1145,210,441,341,297,267,1075,6699
E02004416,Wealden 014,776,1246,605,1272,260,507,352,255,247,955,6475
E02004417,Wealden 015,527,1122,731,821,370,704,598,382,204,1058,6517
E02004418,Wealden 016,428,946,624,637,306,745,564,350,180,1013,5793
E02004419,Wealden 017,384,884,525,733,321,824,781,430,231,1219,6332
E02004420,Wealden 018,1695,2682,1411,1938,595,1167,833,607,601,2421,13950
E02004421,Wealden 019,767,1633,1138,1021,529,1072,794,499,314,1572,9339
E02004422,Wealden 020,1104,2123,1258,1387,554,1081,800,574,413,1811,11105
E02004423,Wealden 021,777,1533,971,987,358,777,526,415,255,957,7556
E02004424,Basildon 001,1314,1432,958,575,190,440,292,205,297,1414,7117
E02004425,Basildon 002,1175,1373,934,657,265,520,466,282,265,1406,7343
E02004426,Basildon 003,1459,1506,988,694,259,563,457,343,318,1514,8101
E02004427,Basildon 004,1309,1563,1059,707,285,610,455,331,273,1473,8065
E02004428,Basildon 005,675,1194,866,649,364,712,637,444,209,1215,6965
E02004429,Basildon 006,858,1293,1047,861,364,683,591,410,295,1172,7574
E02004430,Basildon 007,879,1478,1127,866,370,734,654,355,306,1669,8438
E02004431,Basildon 008,999,1696,1192,912,432,876,780,463,382,1988,9720
E02004432,Basildon 009,865,1180,821,800,228,482,388,317,254,1111,6446
E02004433,Basildon 010,762,1383,1053,846,393,805,880,618,331,1665,8736
E02004434,Basildon 011,523,1241,853,842,456,955,1033,659,301,1683,8546
E02004435,Basildon 012,564,1311,958,850,498,1112,1164,605,397,2331,9790
E02004436,Basildon 013,259,793,675,613,357,968,1086,818,384,1954,7907
E02004437,Basildon 014,872,1519,1125,915,492,992,1029,648,359,2117,10068
E02004438,Basildon 015,475,1188,914,825,446,1098,1203,818,409,2233,9609
E02004439,Basildon 016,465,1142,844,719,405,1091,1260,719,508,2730,9883
E02004440,Basildon 017,617,1387,959,696,416,998,1057,560,401,2074,9165
E02004441,Basildon 018,390,984,716,692,407,1007,1037,680,315,1601,7829
E02004442,Basildon 019,331,939,702,655,413,1016,1156,785,410,2209,8616
E02004443,Basildon 020,1118,1943,1088,886,435,881,965,587,461,1952,10316
E02004444,Basildon 021,1255,1653,1167,816,346,718,607,403,400,1676,9041
E02004445,Basildon 022,485,1115,812,772,413,941,1017,670,350,1723,8298
E02004446,Braintree 001,852,1263,691,964,330,631,569,310,268,1140,7018
E02004447,Braintree 002,841,1200,585,970,248,450,419,215,224,819,5971
E02004448,Braintree 003,787,1379,825,1014,346,744,670,384,250,1415,7814
E02004449,Braintree 004,567,1277,848,953,493,1091,1093,538,311,1713,8884
E02004450,Braintree 005,831,1249,630,972,268,509,448,255,203,914,6279
E02004451,Braintree 006,1050,1753,1060,1096,449,880,754,433,360,1659,9494
E02004452,Braintree 007,927,1621,1008,912,450,930,833,603,337,1717,9338
E02004453,Braintree 008,460,974,659,633,379,961,1022,484,297,1584,7453
E02004454,Braintree 009,685,1547,1040,808,553,1145,1196,528,303,1636,9441
E02004455,Braintree 010,930,1540,947,747,342,723,581,282,377,1479,7948
E02004456,Braintree 011,631,1411,938,825,589,1126,1341,611,369,1991,9832
E02004457,Braintree 012,891,1701,1103,999,547,1188,1044,579,389,2171,10612
E02004458,Braintree 013,1133,1869,1162,784,408,785,675,340,427,1954,9537
E02004459,Braintree 014,1508,2025,1071,1072,386,898,754,481,435,1778,10408
E02004460,Braintree 015,893,1606,1095,802,492,1032,1062,567,333,1887,9769
E02004461,Braintree 016,294,755,570,414,331,738,763,349,237,1288,5739
E02004462,Braintree 017,1247,2097,1366,929,532,1184,1119,590,389,2130,11583
E02004463,Braintree 018,1086,1441,825,825,345,815,656,452,271,1423,8139
E02004464,Brentwood 001,1314,1871,1243,1351,337,725,535,487,372,1631,9866
E02004465,Brentwood 002,1126,1249,742,703,185,407,351,290,235,1076,6364
E02004466,Brentwood 003,1082,1510,924,806,312,691,532,397,324,1653,8231
E02004467,Brentwood 004,1000,1492,837,747,305,696,615,435,351,1760,8238
E02004468,Brentwood 005,2614,2045,1237,886,192,495,290,386,474,1999,10618
E02004469,Brentwood 006,1059,1351,824,853,251,504,393,350,247,1432,7264
E02004470,Brentwood 007,2104,2479,1293,1050,396,792,659,567,428,1994,11762
E02004471,Brentwood 008,1255,1647,921,838,293,605,529,483,351,1596,8518
E02004472,Brentwood 009,1061,1237,833,690,211,373,268,227,249,1033,6182
E02004473,Castle Point 001,652,1234,1004,813,404,830,747,386,279,1474,7823
E02004474,Castle Point 002,804,1446,1031,912,380,809,589,400,301,1280,7952
E02004475,Castle Point 003,670,1169,881,656,337,632,528,348,265,1140,6626
E02004476,Castle Point 004,1001,1533,1079,891,327,681,515,374,336,1342,8079
E02004477,Castle Point 005,785,1198,850,678,266,533,379,298,171,887,6045
E02004478,Castle Point 006,597,1216,846,701,303,654,555,431,283,1101,6687
E02004479,Castle Point 007,909,1400,1081,856,376,758,610,468,261,1329,8048
E02004480,Castle Point 008,549,961,799,704,384,768,694,396,281,1439,6975
E02004481,Castle Point 009,422,888,834,761,394,909,828,580,163,868,6647
E02004482,Castle Point 010,370,942,811,782,446,1064,1072,742,357,1756,8342
E02004483,Castle Point 011,536,1137,949,967,439,965,859,644,251,1250,7997
E02004484,Castle Point 012,550,1143,972,935,506,1100,955,667,227,1310,8365
E02004485,Chelmsford 001,1411,1786,971,976,336,669,610,432,410,2257,9858
E02004486,Chelmsford 002,1428,1885,963,656,257,593,466,428,396,1559,8631
E02004487,Chelmsford 003,836,1285,715,711,278,672,715,440,339,1635,7626
E02004488,Chelmsford 004,1357,1843,1258,761,382,831,666,417,407,2076,9998
E02004489,Chelmsford 005,1451,1740,998,877,289,642,545,373,543,2040,9498
E02004490,Chelmsford 006,569,1110,702,584,335,814,1013,644,422,1714,7907
E02004491,Chelmsford 007,1103,1486,889,606,284,582,488,275,315,1449,7477
E02004492,Chelmsford 008,1336,1822,1083,705,341,777,741,375,391,1773,9344
E02004493,Chelmsford 009,1501,1904,1049,769,402,806,931,484,518,1986,10350
E02004495,Chelmsford 011,1159,1644,942,852,301,629,593,376,516,1297,8309
E02004496,Chelmsford 012,1392,1642,824,653,291,571,498,315,345,1693,8224
E02004497,Chelmsford 013,1165,1610,902,710,303,617,516,414,330,1261,7828
E02004498,Chelmsford 014,1103,1648,1076,875,454,982,823,585,429,1916,9891
E02004499,Chelmsford 015,787,1275,874,526,313,682,535,259,303,1281,6835
E02004500,Chelmsford 016,1519,1798,1058,1004,308,626,562,382,357,1631,9245
E02004501,Chelmsford 017,936,1323,811,644,265,612,544,380,251,1285,7051
E02004502,Chelmsford 018,1070,1564,799,1011,221,494,416,367,240,1049,7231
E02004503,Chelmsford 019,880,1520,1013,747,383,760,588,302,293,1531,8017
E02004504,Chelmsford 020,1205,1479,987,709,326,671,519,369,312,1432,8009
E02004505,Chelmsford 021,733,1133,779,822,287,596,527,360,215,1056,6508
E02004506,Colchester 001,1149,1388,714,847,244,512,382,332,309,1270,7147
E02004507,Colchester 002,1049,1715,958,697,390,950,773,544,548,2063,9687
E02004508,Colchester 003,927,1254,713,749,254,522,440,303,265,1136,6563
E02004512,Colchester 007,1432,2216,1046,900,462,1147,957,626,697,1831,11314
E02004513,Colchester 008,378,867,581,628,436,1167,1204,786,3504,1798,11349
E02004514,Colchester 009,879,1188,572,523,198,472,345,268,300,1080,5825
E02004515,Colchester 010,1283,1893,1043,957,394,765,642,373,406,1950,9706
E02004516,Colchester 011,983,1975,1056,993,589,1423,1172,705,1708,2775,13379
E02004517,Colchester 012,991,1771,1080,847,425,973,735,488,430,1869,9609
E02004518,Colchester 013,1191,1729,739,618,285,591,460,236,495,1738,8082
E02004519,Colchester 014,805,1481,841,668,320,807,511,435,380,1248,7496
E02004520,Colchester 015,684,1586,923,601,408,1012,859,599,470,2557,9699
E02004521,Colchester 016,715,1513,904,884,475,1129,925,537,586,1778,9446
E02004522,Colchester 017,1210,1560,720,725,268,594,477,329,1863,1238,8984
E02004523,Colchester 018,625,1533,893,831,524,1332,1182,711,493,2379,10503
E02004524,Colchester 019,1129,1619,883,1051,319,686,575,354,340,1344,8300
E02004525,Colchester 020,783,1284,933,883,405,870,907,443,304,1276,8088
E02004526,Colchester 021,839,1398,802,1049,311,708,539,437,262,875,7220
E02004527,Epping Forest 001,1146,1715,1068,1160,419,734,623,462,384,1570,9281
E02004528,Epping Forest 002,1093,1607,929,1383,359,666,620,473,317,1370,8817
E02004529,Epping Forest 003,972,1337,749,1243,241,483,423,420,307,1196,7371
E02004530,Epping Forest 004,677,1185,841,918,301,557,541,387,250,1483,7140
E02004531,Epping Forest 005,1062,1334,763,798,228,471,441,358,311,1396,7162
E02004532,Epping Forest 006,1114,1254,762,698,210,424,323,312,215,1105,6417
E02004533,Epping Forest 007,527,1063,817,849,368,783,851,664,318,1473,7713
E02004534,Epping Forest 008,765,1393,960,1019,419,838,842,561,394,1883,9074
E02004535,Epping Forest 009,543,1032,620,766,230,543,570,569,238,958,6069
E02004536,Epping Forest 010,930,1230,701,777,173,371,338,410,260,1045,6235
E02004537,Epping Forest 011,801,1424,933,1022,427,913,784,678,591,1953,9526
E02004538,Epping Forest 012,1733,1895,1048,1123,242,585,466,484,496,1791,9863
E02004539,Epping Forest 013,915,1347,856,850,320,658,569,462,405,1543,7925
E02004540,Epping Forest 014,1169,1136,608,709,169,283,238,291,292,1139,6034
E02004541,Epping Forest 015,2229,2221,1225,1299,306,659,522,542,500,2249,11752
E02004542,Epping Forest 016,1253,1285,737,922,151,366,239,404,363,1277,6997
E02004543,Epping Forest 017,1006,1149,690,1072,179,528,379,531,453,1616,7603
E02004544,Harlow 001,1295,2206,1246,1050,400,876,847,456,418,2389,11183
E02004545,Harlow 002,431,992,765,645,401,985,1037,555,389,1773,7973
E02004546,Harlow 003,476,1136,851,684,461,923,1167,588,366,1760,8412
E02004547,Harlow 004,657,1576,869,789,456,1062,1227,634,488,2304,10062
E02004548,Harlow 005,866,1636,1095,819,434,756,659,342,432,1905,8944
E02004549,Harlow 006,429,1016,813,682,430,1003,1129,530,308,1815,8155
E02004550,Harlow 007,402,1217,794,666,439,1063,1208,644,441,1948,8822
E02004551,Harlow 008,429,1029,766,651,447,863,969,535,293,1627,7609
E02004552,Harlow 009,475,953,809,579,364,689,839,415,250,1216,6589
E02004553,Harlow 010,430,1145,743,609,399,874,980,509,323,1834,7846
E02004554,Harlow 011,419,1043,759,654,411,862,991,539,400,1656,7734
E02004555,Maldon 001,754,1212,685,964,301,513,532,287,238,1002,6488
E02004556,Maldon 002,1257,1498,802,938,253,557,386,308,307,1246,7552
E02004557,Maldon 003,889,1463,978,907,428,975,830,495,317,1626,8908
E02004558,Maldon 004,680,1221,643,764,314,791,705,490,208,1093,6909
E02004559,Maldon 005,878,1498,921,803,420,832,717,393,303,1263,8028
E02004560,Maldon 006,789,1488,980,1214,448,929,809,574,294,1559,9084
E02004561,Maldon 007,1164,1876,1119,1513,501,950,829,508,387,1542,10389
E02004562,Maldon 008,1037,1567,921,1061,386,881,815,468,266,1448,8850
E02004563,Rochford 001,574,1157,873,827,334,681,630,413,207,897,6593
E02004564,Rochford 002,849,1499,1065,869,356,763,585,371,288,1269,7914
E02004566,Rochford 004,426,877,565,667,247,548,524,461,229,1112,5656
E02004567,Rochford 005,1079,1542,1134,791,304,725,522,388,327,1314,8126
E02004568,Rochford 006,1096,1568,1100,816,397,688,655,394,353,1792,8859
E02004569,Rochford 007,875,1513,1117,910,412,806,654,437,301,1622,8647
E02004570,Rochford 008,1038,1535,1146,822,360,834,613,462,329,1552,8691
E02004571,Rochford 009,985,1488,1095,778,342,676,492,322,263,1374,7815
E02004572,Rochford 010,730,1331,995,905,386,802,630,449,293,1409,7930
E02004573,Tendring 001,299,876,545,545,407,906,883,544,233,1182,6420
E02004574,Tendring 002,317,941,680,552,508,1197,1125,587,290,1666,7863
E02004575,Tendring 003,1441,2277,1295,1311,560,1249,938,615,444,1959,12089
E02004576,Tendring 004,774,1540,1061,896,512,1119,903,544,373,1415,9137
E02004577,Tendring 005,713,1097,607,857,258,544,462,300,225,1045,6108
E02004578,Tendring 006,654,1255,831,915,355,983,726,644,223,1043,7629
E02004579,Tendring 007,632,1243,855,1081,439,899,747,581,279,1155,7911
E02004580,Tendring 008,967,2119,1475,1528,643,1621,1169,889,356,1518,12285
E02004581,Tendring 009,779,1520,1035,1081,463,822,694,437,306,1370,8507
E02004582,Tendring 010,340,865,702,681,476,1213,899,743,160,892,6971
E02004583,Tendring 011,708,1452,864,1136,467,1080,908,578,298,1414,8905
E02004584,Tendring 012,410,1041,896,769,398,1014,778,532,141,607,6586
E02004585,Tendring 013,432,1159,916,927,505,1297,1077,837,300,1588,9038
E02004586,Tendring 014,503,1143,882,823,449,1172,958,697,275,1345,8247
E02004587,Tendring 015,285,838,641,628,428,1242,982,842,265,1585,7736
E02004588,Tendring 016,230,756,472,600,384,1151,902,1129,224,1364,7212
E02004589,Tendring 017,325,905,731,758,424,1126,878,714,260,1292,7413
E02004590,Tendring 018,358,889,675,997,489,1241,1186,1227,212,964,8238
E02004591,Uttlesford 001,1466,1580,680,751,229,521,395,205,319,1480,7626
E02004592,Uttlesford 002,1907,2565,1216,1186,535,1166,995,514,518,2523,13125
E02004593,Uttlesford 003,1645,1844,831,1167,243,596,428,293,297,1620,8964
E02004594,Uttlesford 004,1183,1664,763,1090,310,630,464,329,334,1544,8311
E02004595,Uttlesford 005,2264,2928,1517,1630,572,1018,872,530,563,2943,14837
E02004596,Uttlesford 006,1314,1884,1050,1246,440,769,720,419,426,2352,10620
E02004597,Uttlesford 007,1113,1676,1034,979,396,773,654,325,322,1752,9024
E02004598,Uttlesford 008,1484,2142,1109,1366,386,813,619,375,570,2172,11036
E02004599,Uttlesford 009,1124,1471,809,1094,279,513,430,302,336,1434,7792
E02004675,Basingstoke and Deane 001,922,1431,950,614,425,726,581,372,211,1494,7726
E02004676,Basingstoke and Deane 002,1323,1666,905,755,371,653,496,283,268,1264,7984
E02004677,Basingstoke and Deane 003,1451,1424,636,870,269,485,446,246,282,1459,7568
E02004678,Basingstoke and Deane 004,1331,1472,745,849,324,536,515,276,262,1267,7577
E02004679,Basingstoke and Deane 005,2066,2213,1120,981,364,693,608,384,393,2290,11112
E02004680,Basingstoke and Deane 006,1567,1656,885,539,246,566,384,167,268,1571,7849
E02004681,Basingstoke and Deane 007,1352,2330,1422,817,753,1514,1795,786,598,3566,14933
E02004682,Basingstoke and Deane 008,1299,1544,887,588,316,705,678,362,325,1639,8343
E02004683,Basingstoke and Deane 009,922,1348,860,469,388,915,1023,435,304,1494,8158
E02004684,Basingstoke and Deane 010,1367,2078,1272,698,499,1090,1057,540,411,2362,11374
E02004685,Basingstoke and Deane 011,1144,1482,868,567,403,813,749,447,261,1155,7889
E02004686,Basingstoke and Deane 012,1207,1528,895,654,409,827,918,522,324,1548,8832
E02004687,Basingstoke and Deane 013,629,1051,758,540,417,825,880,456,301,1835,7692
E02004688,Basingstoke and Deane 014,548,1034,826,580,443,989,1101,570,269,1486,7846
E02004689,Basingstoke and Deane 015,961,1187,706,505,203,459,329,238,201,902,5691
E02004690,Basingstoke and Deane 016,971,1437,987,635,440,846,725,339,319,1424,8123
E02004691,Basingstoke and Deane 017,1436,1632,790,884,311,586,408,367,271,1263,7948
E02004692,Basingstoke and Deane 018,1209,1459,958,590,335,603,446,299,254,1077,7230
E02004693,Basingstoke and Deane 019,696,1123,870,502,421,840,837,388,277,1494,7448
E02004694,Basingstoke and Deane 020,1290,1432,704,719,335,553,539,283,250,1433,7538
E02004695,Basingstoke and Deane 021,1611,1829,971,547,305,557,406,211,422,1894,8753
E02004696,Basingstoke and Deane 022,1363,1483,674,677,350,547,531,245,242,1433,7545
E02004697,East Hampshire 001,1261,1445,571,804,199,452,305,194,341,1264,6836
E02004698,East Hampshire 002,588,1033,554,539,320,829,811,418,229,1286,6607
E02004699,East Hampshire 003,1544,2244,1129,996,486,1015,822,374,431,1672,10713
E02004700,East Hampshire 004,638,1143,608,758,380,696,612,292,220,1557,6904
E02004702,East Hampshire 006,711,1294,780,913,457,932,843,373,260,1458,8021
E02004703,East Hampshire 007,2428,2571,1118,1720,377,811,549,379,553,2104,12610
E02004704,East Hampshire 008,826,1164,593,851,284,564,460,221,222,1021,6206
E02004705,East Hampshire 009,1553,1909,931,1075,398,675,548,406,407,1870,9772
E02004706,East Hampshire 010,1216,1507,649,921,321,589,448,379,339,1242,7611
E02004707,East Hampshire 011,2144,2350,926,1315,340,756,522,372,641,1844,11210
E02004708,East Hampshire 012,1290,1763,871,961,448,978,693,441,401,1776,9622
E02004709,East Hampshire 013,1307,1746,970,896,373,776,471,300,325,1580,8744
E02004710,East Hampshire 014,972,1340,680,723,241,580,376,282,271,1087,6552
E02004712,Eastleigh 001,1838,1878,898,632,234,538,354,226,397,1773,8768
E02004713,Eastleigh 002,1037,1540,978,645,407,748,585,247,305,1542,8034
E02004714,Eastleigh 003,1235,1525,902,659,348,634,473,305,275,1158,7514
E02004715,Eastleigh 004,893,1558,931,706,535,938,963,456,314,1751,9045
E02004716,Eastleigh 005,897,1459,1008,783,493,942,821,373,282,1692,8750
E02004717,Eastleigh 006,1165,1961,1284,903,682,1383,1334,762,571,2942,12987
E02004718,Eastleigh 007,775,1405,880,621,521,1056,1040,458,325,1613,8694
E02004719,Eastleigh 008,1568,2371,1293,990,574,989,755,419,444,2129,11532
E02004720,Eastleigh 009,1405,2199,1387,1056,541,1160,925,532,396,1720,11321
E02004721,Eastleigh 010,1752,2415,1157,844,419,874,577,254,538,2954,11784
E02004722,Eastleigh 011,649,1299,744,604,357,818,637,382,254,1267,7011
E02004723,Eastleigh 012,1175,1995,1222,859,442,937,690,412,387,1740,9859
E02004724,Eastleigh 013,1204,1798,952,871,486,932,772,382,352,1919,9668
E02004725,Eastleigh 014,569,953,600,525,286,627,511,304,172,896,5443
E02004726,Eastleigh 015,850,1263,627,654,259,500,432,222,210,1017,6034
E02004727,Fareham 001,1779,2198,990,868,320,646,484,275,453,2242,10255
E02004728,Fareham 002,1186,1896,1045,785,366,779,644,419,359,1619,9098
E02004729,Fareham 003,661,1298,830,598,383,888,728,383,257,1221,7247
E02004730,Fareham 004,1332,1932,1063,707,369,739,538,370,307,1314,8671
E02004731,Fareham 005,1271,1672,860,603,288,692,456,259,290,1188,7579
E02004732,Fareham 006,1349,1893,909,893,334,727,490,336,351,1561,8843
E02004733,Fareham 007,1118,1801,828,785,343,673,503,304,302,1361,8018
E02004734,Fareham 008,1317,2117,1144,888,489,941,794,522,377,1524,10113
E02004735,Fareham 009,951,1738,1009,577,363,721,506,317,212,1086,7480
E02004736,Fareham 010,877,1633,1017,763,405,862,675,364,254,1263,8113
E02004737,Fareham 011,554,1296,763,578,379,947,850,490,269,1447,7573
E02004738,Fareham 012,680,1376,848,717,373,800,711,366,247,1089,7207
E02004739,Fareham 013,853,1723,953,560,295,684,510,407,332,909,7226
E02004740,Fareham 014,1103,1627,886,627,288,609,385,273,245,1051,7094
E02004741,Gosport 001,443,1142,796,557,489,1061,957,470,285,1298,7498
E02004742,Gosport 002,397,1060,763,560,452,988,930,477,238,1185,7050
E02004743,Gosport 003,535,1287,828,576,510,899,808,334,251,1285,7313
E02004744,Gosport 004,464,1395,941,567,512,1205,1110,572,422,2629,9817
E02004745,Gosport 005,540,1309,886,667,532,1147,1020,532,321,1557,8511
E02004746,Gosport 006,1371,2392,1286,905,469,1037,817,483,466,1883,11109
E02004747,Gosport 007,343,1025,674,504,393,839,795,417,247,1011,6248
E02004748,Gosport 008,597,1393,876,791,533,1339,1213,693,335,1622,9392
E02004749,Gosport 009,908,1639,840,612,291,673,462,347,271,1130,7173
E02004750,Gosport 010,819,1751,882,578,426,866,646,444,283,1138,7833
E02004751,Hart 001,1198,1670,998,850,349,757,577,334,311,1391,8435
E02004752,Hart 002,1291,1629,892,782,310,619,406,238,320,1464,7951
E02004753,Hart 003,1465,2132,1541,999,591,1096,801,521,463,1906,11515
E02004754,Hart 004,1349,1441,644,801,243,448,394,264,222,1361,7167
E02004755,Hart 005,2454,2570,1149,952,350,808,558,365,478,2483,12167
E02004756,Hart 006,1860,1973,911,862,286,619,472,272,429,1975,9659
E02004757,Hart 007,1709,1741,818,672,198,520,284,227,330,1394,7893
E02004758,Hart 008,1843,1841,863,848,262,559,436,390,354,1757,9153
E02004759,Hart 009,1361,1626,905,741,321,604,422,289,364,1593,8226
E02004760,Hart 010,1956,2181,962,932,325,652,411,294,460,2551,10724
E02004761,Hart 011,1101,1445,712,603,246,371,329,229,273,1208,6517
E02004764,Havant 003,848,1484,973,856,480,960,743,473,290,1067,8174
E02004765,Havant 004,811,1331,725,589,288,570,424,195,204,908,6045
E02004766,Havant 005,527,1114,671,654,356,869,745,609,301,1269,7115
E02004767,Havant 006,200,555,487,517,338,831,817,469,220,1386,5820
E02004768,Havant 007,423,844,549,529,262,663,547,305,219,1034,5375
E02004769,Havant 008,222,602,474,560,341,915,901,519,263,1590,6387
E02004770,Havant 009,270,743,513,612,413,965,949,569,275,1538,6847
E02004771,Havant 010,370,900,690,751,549,1309,1213,845,346,1993,8966
E02004772,Havant 011,982,1789,1069,947,468,1007,826,431,346,1475,9340
E02004774,Havant 013,1648,2218,1104,1014,390,886,604,537,363,1506,10270
E02004775,Havant 014,1445,2153,1139,899,462,948,675,529,423,1641,10314
E02004776,Havant 015,871,1181,611,721,276,558,433,402,197,698,5948
E02004777,Havant 016,636,930,589,610,288,577,450,380,150,648,5258
E02004778,Havant 017,657,1074,647,791,323,771,541,470,185,727,6186
E02004779,New Forest 001,1533,2123,1081,1516,502,961,802,489,375,1542,10924
E02004780,New Forest 002,365,915,644,485,392,696,762,387,179,1047,5872
E02004781,New Forest 003,873,1477,934,658,457,773,735,341,283,1479,8010
E02004782,New Forest 004,568,1316,804,678,511,892,885,480,256,1346,7736
E02004783,New Forest 005,728,1316,797,609,403,693,670,249,272,1299,7036
E02004784,New Forest 006,878,1150,586,640,249,449,391,333,223,746,5645
E02004785,New Forest 007,987,1137,518,750,249,416,304,271,211,647,5490
E02004786,New Forest 008,829,1589,957,645,502,799,727,345,317,1535,8245
E02004787,New Forest 009,894,1448,974,616,451,778,562,353,202,1000,7278
E02004788,New Forest 010,1122,1404,750,876,276,572,429,293,324,1178,7224
E02004789,New Forest 011,970,1778,1104,858,702,1167,1047,554,370,1885,10435
E02004790,New Forest 012,848,1392,779,910,416,910,756,406,301,1389,8107
E02004791,New Forest 013,281,695,545,476,440,648,711,337,198,1226,5557
E02004792,New Forest 014,747,1472,934,853,647,966,845,484,223,1286,8457
E02004793,New Forest 015,1409,1490,710,964,289,531,420,277,243,1058,7391
E02004794,New Forest 016,1093,1424,724,871,241,500,346,283,303,1106,6891
E02004795,New Forest 017,1377,1789,714,1194,344,700,556,397,293,1149,8513
E02004796,New Forest 018,1139,1856,1108,1362,431,1028,706,463,339,1200,9632
E02004797,New Forest 019,772,1418,706,968,413,985,832,364,278,1388,8124
E02004798,New Forest 020,448,879,580,635,371,851,660,398,227,1094,6143
E02004799,New Forest 021,644,1320,943,859,490,1179,754,478,222,1054,7943
E02004800,New Forest 022,1025,1612,1010,961,327,807,491,448,167,557,7405
E02004801,New Forest 023,1364,1790,866,1026,283,672,396,318,185,831,7731
E02004802,Rushmoor 001,475,996,705,504,397,886,792,512,237,1246,6750
E02004803,Rushmoor 002,400,869,650,432,430,1101,1021,741,314,1531,7489
E02004804,Rushmoor 003,736,1259,918,602,410,810,598,293,295,1234,7155
E02004805,Rushmoor 004,1547,1789,985,604,323,646,503,340,395,1436,8568
E02004806,Rushmoor 005,1189,1549,978,622,359,659,488,303,315,1569,8031
E02004807,Rushmoor 006,1026,1597,1011,772,511,1036,835,518,353,1802,9461
E02004808,Rushmoor 007,1557,2412,1435,940,518,1033,802,645,487,2292,12121
E02004809,Rushmoor 008,727,1804,1095,490,501,1235,919,1205,360,2578,10914
E02004810,Rushmoor 009,663,1193,870,643,482,1015,853,492,290,1586,8087
E02004811,Rushmoor 010,755,1220,780,750,382,951,823,742,342,1227,7972
E02004812,Rushmoor 011,735,1234,746,617,352,655,591,367,287,1160,6744
E02004813,Rushmoor 012,363,840,596,560,361,850,804,553,314,1224,6465
E02004814,Test Valley 001,1059,1429,809,724,273,525,545,248,302,1127,7041
E02004815,Test Valley 002,358,782,643,433,414,944,1264,466,300,1767,7371
E02004817,Test Valley 004,704,1176,834,612,389,826,977,416,299,1256,7489
E02004818,Test Valley 005,1507,1938,1218,934,464,873,900,395,371,1641,10241
