Middle layer Super Output Areas Code,Middle layer Super Output Areas,Does_not_apply,Less_than_2km,2km_to_less_than_5km,5km_to_less_than_10km,10km_to_less_than_20km,20km_to_less_than_30km,30km_to_less_than_40km,40km_to_less_than_60km,60km_and_over,outside_the_UK,Works_mainly_from_home,Total
E02003784,South Cambridgeshire 010,4384,105,211,781,680,114,49,53,66,490,1959,8892
E02003785,South Cambridgeshire 011,4344,210,818,684,260,83,73,55,80,445,1899,8951
E02003786,South Cambridgeshire 012,3401,130,567,320,130,62,50,31,52,235,1555,6533
E02003787,South Cambridgeshire 013,3990,155,102,346,515,311,51,68,70,542,1507,7657
E02003788,South Cambridgeshire 014,4016,106,389,714,319,94,72,73,76,347,1917,8123
E02003789,South Cambridgeshire 015,3812,308,265,807,272,84,52,35,53,397,1185,7270
E02003790,South Cambridgeshire 016,4691,213,120,326,1026,243,88,62,91,549,1896,9305
E02003791,South Cambridgeshire 017,4041,202,224,520,550,130,86,66,87,436,1927,8269
E02003792,South Cambridgeshire 018,5092,330,288,312,793,214,124,70,87,543,2020,9873
E02003793,South Cambridgeshire 019,3630,163,272,200,508,308,89,81,67,483,1440,7241
E02004356,Eastbourne 001,4160,424,914,261,195,132,69,39,57,629,512,7392
E02004357,Eastbourne 002,4352,587,919,161,203,150,37,36,42,695,503,7685
E02004358,Eastbourne 003,4804,517,926,218,197,87,82,28,50,603,530,8042
E02004359,Eastbourne 004,4695,596,677,129,156,131,38,24,43,580,683,7752
E02004361,Eastbourne 006,4704,398,812,169,168,180,39,43,57,584,1036,8190
E02004362,Eastbourne 007,4570,1084,658,149,260,181,101,54,75,768,927,8827
E02004363,Eastbourne 008,3840,867,412,94,153,194,54,26,56,472,792,6960
E02004364,Eastbourne 009,4519,768,503,137,214,243,49,29,47,506,1185,8200
E02004365,Eastbourne 010,4315,1094,877,123,283,209,102,45,76,623,679,8426
E02004366,Eastbourne 011,4296,803,514,109,193,161,77,34,45,513,898,7643
E02004367,Eastbourne 012,4557,280,336,85,134,110,20,29,60,284,851,6746
E02004368,Hastings 001,4215,736,722,312,117,158,100,56,75,741,1061,8293
E02004369,Hastings 002,5751,700,743,238,148,175,75,61,84,836,1238,10049
E02004370,Hastings 003,4981,629,669,264,106,105,56,43,37,672,544,8106
E02004371,Hastings 004,3989,287,816,237,215,138,52,51,47,635,670,7137
E02004372,Hastings 005,4479,463,633,183,110,93,32,30,44,531,551,7149
E02004373,Hastings 006,4774,842,762,317,93,140,67,30,56,764,949,8794
E02004374,Hastings 007,3780,479,643,186,136,132,43,36,67,667,1127,7296
E02004375,Hastings 008,4397,669,604,236,106,155,72,56,98,678,1295,8366
E02004376,Hastings 009,3499,568,598,217,105,161,45,33,84,587,980,6877
E02004377,Hastings 010,5852,506,1192,335,195,126,84,63,111,959,1284,10707
E02004378,Hastings 011,4379,599,624,223,118,171,48,54,96,666,1244,8222
E02004379,Lewes 001,3974,108,171,418,475,199,46,42,56,522,1639,7650
E02004380,Lewes 002,5180,147,320,369,506,186,52,56,96,575,2157,9644
E02004381,Lewes 003,4874,728,118,207,617,145,76,33,76,610,1890,9374
E02004382,Lewes 004,3648,206,261,212,440,92,48,18,38,512,1040,6515
E02004383,Lewes 005,4003,382,82,241,370,91,46,27,51,333,1714,7340
E02004384,Lewes 006,3938,199,157,737,264,117,48,48,59,655,1172,7394
E02004385,Lewes 007,4207,300,252,567,482,114,52,35,46,697,905,7657
E02004386,Lewes 008,3631,437,235,221,551,90,52,31,42,566,765,6621
E02004387,Lewes 009,3393,432,198,251,469,111,35,33,38,562,551,6073
E02004388,Lewes 010,4329,245,283,522,586,106,43,43,50,691,878,7776
E02004389,Lewes 011,5629,411,274,96,745,150,51,56,65,638,1231,9346
E02004390,Lewes 012,4905,393,148,215,574,162,54,55,60,580,888,8034
E02004391,Lewes 013,3687,416,186,82,607,90,28,42,49,416,885,6488
E02004392,Rother 001,5124,167,165,263,590,294,85,73,95,777,1649,9282
E02004393,Rother 002,3774,117,124,161,387,140,80,45,65,539,918,6350
E02004394,Rother 003,4277,87,122,330,486,211,76,50,77,707,1488,7911
E02004395,Rother 004,4463,428,185,149,396,163,78,83,100,665,913,7623
E02004396,Rother 005,5506,123,308,495,345,155,78,63,76,700,1385,9234
E02004397,Rother 006,4663,225,190,562,271,151,60,47,82,637,1250,8138
E02004398,Rother 007,5445,624,362,588,385,119,62,58,59,825,794,9321
E02004399,Rother 008,4886,457,400,414,293,71,60,44,68,576,777,8046
E02004400,Rother 009,6735,265,329,378,536,104,61,54,87,641,1341,10531
E02004401,Rother 010,4942,368,184,374,271,69,37,41,64,532,828,7710
E02004402,Rother 011,5361,744,181,451,330,97,65,53,66,650,962,8960
E02004403,Wealden 001,3381,186,110,251,306,126,121,94,16,418,1426,6435
E02004404,Wealden 002,3306,71,144,262,270,138,112,80,29,444,1553,6409
E02004405,Wealden 003,3300,352,83,130,417,136,88,72,17,440,992,6027
E02004406,Wealden 004,4063,359,113,132,429,156,107,76,29,485,1335,7284
E02004407,Wealden 005,4415,174,93,281,337,193,103,74,44,498,1890,8102
E02004408,Wealden 006,4193,502,220,179,664,247,144,82,30,843,1272,8376
E02004409,Wealden 007,2795,59,68,243,281,146,68,65,19,392,1186,5322
E02004410,Wealden 008,4244,70,250,244,418,280,60,56,54,608,1706,7990
E02004411,Wealden 009,4388,616,148,300,598,400,59,48,38,734,1183,8512
E02004412,Wealden 010,4141,346,149,239,700,338,75,43,57,724,1268,8080
E02004413,Wealden 011,3820,129,197,228,466,268,71,41,39,676,1387,7322
E02004414,Wealden 012,3143,462,122,145,498,360,81,36,60,507,1109,6523
E02004415,Wealden 013,3484,72,195,291,434,215,41,43,57,556,1311,6699
E02004416,Wealden 014,3451,64,77,287,518,165,55,45,50,689,1077,6478
E02004417,Wealden 015,3488,384,142,308,501,187,51,40,44,641,732,6518
E02004418,Wealden 016,3225,361,121,344,342,134,47,53,41,542,581,5791
E02004419,Wealden 017,3620,397,178,340,379,149,64,37,32,595,541,6332
E02004420,Wealden 018,7714,359,304,590,964,441,126,112,117,1140,2080,13947
E02004421,Wealden 019,5118,259,580,635,369,278,100,94,103,750,1053,9339
E02004422,Wealden 020,5951,207,809,790,340,258,142,92,96,997,1428,11110
E02004423,Wealden 021,4366,191,556,328,212,202,68,47,48,608,933,7559
E02004424,Basildon 001,3710,215,127,350,288,155,149,78,35,386,1619,7112
E02004425,Basildon 002,3712,245,111,406,313,159,168,63,16,528,1621,7342
E02004426,Basildon 003,4198,321,88,399,316,127,194,75,31,494,1857,8100
E02004427,Basildon 004,4367,301,134,413,296,139,160,52,26,469,1707,8064
E02004428,Basildon 005,3653,244,221,405,310,193,78,128,25,610,1097,6964
E02004429,Basildon 006,4127,226,331,339,282,145,79,135,22,667,1226,7579
E02004430,Basildon 007,4141,344,266,510,400,221,117,177,37,776,1450,8439
E02004431,Basildon 008,4591,393,410,571,467,231,169,203,28,915,1743,9721
E02004432,Basildon 009,3317,158,304,276,303,125,129,49,26,569,1186,6442
E02004433,Basildon 010,4445,263,585,389,530,157,185,55,38,804,1285,8736
E02004434,Basildon 011,4324,406,695,441,403,214,114,143,30,840,936,8546
E02004435,Basildon 012,5055,673,706,342,479,193,167,138,38,967,1030,9788
E02004436,Basildon 013,4813,395,630,238,294,131,94,106,26,654,527,7908
E02004437,Basildon 014,5271,305,530,469,528,180,269,58,40,866,1552,10068
E02004438,Basildon 015,5303,747,658,259,444,131,191,124,33,823,898,9611
E02004439,Basildon 016,5589,575,658,422,465,159,186,75,34,790,930,9883
E02004440,Basildon 017,4683,880,487,246,537,141,209,96,41,787,1054,9161
E02004441,Basildon 018,4422,320,678,268,326,150,101,142,32,748,641,7828
E02004442,Basildon 019,5032,431,723,312,359,161,144,93,41,744,574,8614
E02004443,Basildon 020,4950,925,600,292,498,188,247,130,43,859,1581,10313
E02004444,Basildon 021,4413,236,372,517,458,155,244,44,23,700,1882,9044
E02004445,Basildon 022,4443,307,675,309,436,178,106,142,38,837,827,8298
E02004446,Braintree 001,3555,79,154,192,513,373,169,97,81,670,1137,7020
E02004447,Braintree 002,3071,44,124,240,375,214,123,69,53,556,1103,5972
E02004448,Braintree 003,3946,195,157,303,559,414,115,118,84,827,1099,7817
E02004449,Braintree 004,4656,647,141,496,518,374,96,120,84,941,811,8884
E02004450,Braintree 005,3168,98,139,201,459,208,114,117,68,554,1154,6280
E02004451,Braintree 006,4870,394,252,281,709,366,155,133,135,849,1349,9493
E02004452,Braintree 007,4856,445,459,271,513,356,124,176,98,785,1258,9341
E02004453,Braintree 008,4070,599,291,130,552,246,93,118,53,647,653,7452
E02004454,Braintree 009,4481,890,349,249,760,407,125,195,104,868,1012,9440
E02004455,Braintree 010,3882,420,392,145,643,226,107,169,39,681,1247,7951
E02004456,Braintree 011,4978,752,513,271,615,409,121,173,70,910,1021,9833
E02004457,Braintree 012,5367,450,529,498,649,373,158,190,85,1000,1312,10611
E02004458,Braintree 013,4721,362,441,182,796,306,139,201,67,694,1629,9538
E02004459,Braintree 014,5524,276,205,426,675,200,156,115,153,727,1955,10412
E02004460,Braintree 015,5055,579,223,402,614,233,160,222,100,830,1350,9768
E02004461,Braintree 016,2955,472,162,270,383,187,61,116,54,499,583,5742
E02004462,Braintree 017,5631,747,214,439,849,358,184,265,118,878,1903,11586
E02004463,Braintree 018,4201,250,196,479,450,229,104,176,51,646,1357,8139
E02004464,Brentwood 001,5253,137,204,426,634,296,186,31,24,896,1777,9864
E02004465,Brentwood 002,3355,127,90,282,286,175,192,45,18,414,1380,6364
E02004466,Brentwood 003,4288,241,330,215,479,204,156,36,32,640,1612,8233
E02004467,Brentwood 004,4208,433,298,287,480,258,101,23,28,645,1472,8233
E02004468,Brentwood 005,5830,271,198,207,406,218,301,39,32,388,2728,10618
E02004469,Brentwood 006,3651,196,243,259,422,260,116,30,21,527,1539,7264
E02004470,Brentwood 007,5198,600,202,418,603,515,281,46,46,759,3096,11764
E02004471,Brentwood 008,4343,348,242,257,426,303,152,35,35,606,1772,8519
E02004472,Brentwood 009,3020,102,210,263,364,159,160,17,21,458,1408,6182
E02004473,Castle Point 001,4069,287,385,550,323,183,94,136,25,765,1005,7822
E02004474,Castle Point 002,4188,318,340,563,194,167,79,142,30,701,1229,7951
E02004475,Castle Point 003,3499,218,304,362,277,140,63,134,24,596,1009,6626
E02004476,Castle Point 004,4124,318,335,513,237,170,69,180,32,698,1397,8073
E02004477,Castle Point 005,3360,160,338,300,156,103,52,110,24,474,972,6049
E02004478,Castle Point 006,3601,262,370,435,199,127,38,101,30,602,923,6688
E02004479,Castle Point 007,4137,216,374,455,236,165,71,177,26,776,1414,8047
E02004480,Castle Point 008,3605,366,252,476,237,179,65,151,23,714,904,6972
E02004481,Castle Point 009,4006,223,283,336,289,159,86,125,20,604,516,6647
E02004482,Castle Point 010,4683,549,234,595,291,169,85,112,35,913,677,8343
E02004483,Castle Point 011,4595,366,196,417,318,163,68,147,24,829,875,7998
E02004484,Castle Point 012,4715,273,348,434,415,201,124,184,35,887,749,8365
E02004485,Chelmsford 001,5066,251,346,542,412,285,163,196,45,702,1856,9864
E02004486,Chelmsford 002,4417,575,590,100,251,204,107,151,31,465,1739,8630
E02004487,Chelmsford 003,4161,214,621,187,256,180,101,103,29,586,1188,7626
E02004488,Chelmsford 004,4881,491,879,145,303,267,129,182,37,672,2013,9999
E02004489,Chelmsford 005,4833,284,509,434,291,251,124,147,45,649,1931,9498
E02004490,Chelmsford 006,4323,467,884,75,211,185,104,88,35,622,916,7910
E02004491,Chelmsford 007,3639,497,601,93,253,172,71,127,25,543,1456,7477
E02004492,Chelmsford 008,4167,663,673,123,422,196,111,211,51,674,2057,9348
E02004493,Chelmsford 009,4843,768,619,234,379,232,134,200,38,710,2192,10349
E02004495,Chelmsford 011,4550,222,389,325,345,191,105,88,36,575,1486,8312
E02004496,Chelmsford 012,4038,543,280,205,294,163,100,145,42,545,1867,8222
E02004497,Chelmsford 013,4126,244,475,230,357,157,117,129,31,527,1433,7826
E02004498,Chelmsford 014,5199,456,652,321,415,223,106,117,15,750,1636,9890
E02004499,Chelmsford 015,3302,486,454,215,259,153,79,88,30,545,1222,6833
E02004500,Chelmsford 016,5080,166,121,672,483,126,123,111,28,630,1705,9245
E02004501,Chelmsford 017,3800,147,416,341,265,161,91,89,25,507,1209,7051
E02004502,Chelmsford 018,4115,86,190,373,340,133,63,84,34,464,1350,7232
E02004503,Chelmsford 019,4005,517,74,251,746,124,128,140,27,693,1313,8018
E02004504,Chelmsford 020,3878,462,91,279,741,121,117,161,29,610,1516,8005
E02004505,Chelmsford 021,3494,91,185,258,447,142,73,120,18,580,1100,6508
E02004506,Colchester 001,3738,103,363,413,232,178,70,42,101,522,1385,7147
E02004507,Colchester 002,4724,873,637,362,232,358,139,68,140,691,1466,9690
E02004508,Colchester 003,3479,126,424,395,220,144,86,33,116,479,1063,6565
E02004512,Colchester 007,5373,1234,837,206,252,278,125,85,180,689,2055,11314
E02004513,Colchester 008,7276,601,1067,333,187,191,84,63,187,712,651,11352
E02004514,Colchester 009,3130,266,489,144,117,132,70,41,97,388,949,5823
E02004515,Colchester 010,4791,211,297,732,490,259,165,91,181,738,1754,9709
E02004516,Colchester 011,6841,1171,1080,373,343,304,179,103,201,1017,1766,13378
E02004517,Colchester 012,4888,447,654,526,336,219,145,67,125,772,1433,9612
E02004518,Colchester 013,3831,666,641,141,185,188,107,53,134,518,1614,8078
E02004519,Colchester 014,4175,345,631,223,179,151,60,54,90,554,1038,7500
E02004520,Colchester 015,4973,1127,927,382,210,188,85,51,173,722,862,9700
E02004521,Colchester 016,4857,387,824,602,266,204,114,56,129,828,1178,9445
E02004522,Colchester 017,5282,218,291,603,167,131,71,32,135,482,1574,8986
E02004523,Colchester 018,5468,446,1053,612,314,254,132,99,127,989,1008,10502
E02004524,Colchester 019,4339,149,224,614,414,194,98,64,99,699,1404,8298
E02004525,Colchester 020,4354,428,109,336,654,228,86,99,75,705,1017,8091
E02004526,Colchester 021,4277,332,57,81,654,83,84,40,67,597,949,7221
E02004527,Epping Forest 001,4573,146,278,521,557,377,224,50,21,877,1657,9281
E02004528,Epping Forest 002,4419,191,365,491,451,324,92,28,25,859,1572,8817
E02004529,Epping Forest 003,3788,56,103,259,581,263,139,40,20,696,1431,7376
E02004530,Epping Forest 004,3933,179,76,195,607,257,165,25,19,686,996,7138
E02004531,Epping Forest 005,3785,152,102,320,334,352,53,24,9,499,1528,7158
E02004532,Epping Forest 006,3200,180,70,273,327,337,45,34,15,471,1466,6418
E02004533,Epping Forest 007,4183,291,268,569,462,198,48,13,24,811,848,7715
E02004534,Epping Forest 008,4555,424,289,641,697,238,58,25,21,929,1200,9077
E02004535,Epping Forest 009,3186,190,209,413,412,156,34,10,11,572,880,6073
E02004536,Epping Forest 010,3418,78,201,249,315,248,22,10,13,470,1214,6238
E02004537,Epping Forest 011,4945,450,244,466,667,298,40,24,29,944,1420,9527
E02004538,Epping Forest 012,4916,338,190,428,725,237,32,20,23,698,2259,9866
E02004539,Epping Forest 013,4005,389,196,408,551,168,33,18,20,694,1441,7923
E02004540,Epping Forest 014,3011,152,152,206,477,81,21,12,18,395,1513,6038
E02004541,Epping Forest 015,5668,290,456,467,931,141,56,28,31,783,2903,11754
E02004542,Epping Forest 016,3613,97,278,346,509,89,30,21,29,483,1504,6999
E02004543,Epping Forest 017,3986,145,315,413,596,123,36,25,34,590,1339,7602
E02004544,Harlow 001,5138,436,851,409,554,443,354,73,36,943,1947,11184
E02004545,Harlow 002,4257,730,653,233,337,190,139,29,27,717,660,7972
E02004546,Harlow 003,4274,944,623,261,345,227,162,22,22,756,776,8412
E02004547,Harlow 004,5107,1343,635,355,399,276,164,38,37,814,892,10060
E02004548,Harlow 005,3984,257,823,367,537,403,251,46,25,867,1379,8939
E02004549,Harlow 006,4240,592,811,249,405,201,115,27,27,841,650,8158
E02004550,Harlow 007,4757,981,681,289,356,239,95,35,20,758,610,8821
E02004551,Harlow 008,4065,257,864,260,414,230,138,37,13,686,647,7611
E02004552,Harlow 009,3371,393,513,339,365,205,70,27,22,617,671,6593
E02004553,Harlow 010,4102,287,870,311,442,250,112,26,24,707,716,7847
E02004554,Harlow 011,4052,223,816,431,412,261,86,23,28,720,679,7731
E02004555,Maldon 001,3308,143,92,274,466,241,52,80,78,695,1057,6486
E02004556,Maldon 002,4184,81,273,271,445,141,61,86,67,522,1421,7552
E02004557,Maldon 003,4537,621,230,349,652,236,61,154,56,812,1201,8909
E02004558,Maldon 004,3822,632,83,186,497,159,46,87,40,524,833,6909
E02004559,Maldon 005,4173,589,144,238,630,235,83,128,46,596,1168,8030
E02004560,Maldon 006,4823,188,238,216,621,488,122,152,117,903,1215,9083
E02004561,Maldon 007,5331,123,184,583,761,293,107,174,74,1120,1639,10389
E02004562,Maldon 008,4774,511,150,106,572,356,95,142,111,777,1253,8847
E02004563,Rochford 001,3717,90,251,414,320,85,79,93,26,628,889,6592
E02004564,Rochford 002,4103,154,409,663,253,105,71,118,38,717,1285,7916
E02004566,Rochford 004,3064,149,329,415,196,91,47,82,30,526,722,5651
E02004567,Rochford 005,4217,292,258,461,249,127,80,185,32,609,1614,8124
E02004568,Rochford 006,4313,315,339,593,368,146,102,206,29,679,1770,8860
E02004569,Rochford 007,4301,255,688,518,211,141,60,154,47,826,1450,8651
E02004570,Rochford 008,4808,387,230,498,214,130,72,180,32,640,1500,8691
E02004571,Rochford 009,4234,268,310,471,188,126,94,171,23,590,1339,7814
E02004572,Rochford 010,4166,156,304,757,289,154,77,81,94,726,1126,7930
E02004573,Tendring 001,3798,570,251,34,334,271,42,72,89,463,496,6420
E02004574,Tendring 002,4645,864,152,91,448,378,52,83,106,585,460,7864
E02004575,Tendring 003,6299,422,226,420,1329,151,68,95,179,925,1974,12088
E02004576,Tendring 004,5191,439,411,193,538,393,53,85,112,762,962,9139
E02004577,Tendring 005,3085,124,234,463,326,151,46,40,77,556,1006,6108
E02004578,Tendring 006,5196,299,147,232,196,255,29,55,120,485,613,7627
E02004579,Tendring 007,4528,147,332,457,460,117,52,68,102,688,962,7913
E02004580,Tendring 008,8000,405,307,602,274,435,34,106,179,886,1056,12284
E02004581,Tendring 009,4591,172,182,562,647,130,69,60,101,801,1192,8507
E02004582,Tendring 010,4467,463,353,179,197,179,45,47,94,534,416,6974
E02004583,Tendring 011,5052,387,80,472,709,137,107,45,110,877,930,8906
E02004584,Tendring 012,4446,211,414,134,125,199,39,55,77,466,416,6582
E02004585,Tendring 013,5374,567,584,231,353,159,61,80,128,835,663,9035
E02004586,Tendring 014,5283,806,234,187,187,220,41,57,121,578,531,8245
E02004587,Tendring 015,5013,558,398,177,326,122,58,61,75,585,366,7739
E02004588,Tendring 016,4734,765,238,126,165,174,39,35,78,506,347,7207
E02004589,Tendring 017,4591,670,332,130,210,168,64,54,91,642,467,7419
E02004590,Tendring 018,5719,115,435,241,309,138,46,46,79,644,465,8237
E02004591,Uttlesford 001,3793,322,177,273,405,174,101,106,81,437,1755,7624
E02004592,Uttlesford 002,6633,1085,216,251,777,353,169,193,144,913,2394,13128
E02004593,Uttlesford 003,4606,96,205,328,413,267,104,204,53,565,2126,8967
E02004594,Uttlesford 004,4195,254,128,320,497,294,101,162,63,645,1656,8315
E02004595,Uttlesford 005,7224,281,714,534,701,379,295,388,68,1154,3099,14837
E02004596,Uttlesford 006,5235,188,442,538,580,306,246,228,59,890,1908,10620
E02004597,Uttlesford 007,4430,465,111,345,693,246,223,197,33,782,1497,9022
E02004598,Uttlesford 008,5599,255,245,353,852,285,215,237,71,941,1980,11033
E02004599,Uttlesford 009,3886,89,142,429,383,261,180,144,42,642,1594,7792
E02004675,Basingstoke and Deane 001,3862,743,130,387,566,92,48,71,43,521,1261,7724
E02004676,Basingstoke and Deane 002,3905,425,308,480,489,134,54,66,58,502,1566,7987
E02004677,Basingstoke and Deane 003,3824,135,207,372,331,212,102,69,86,427,1805,7570
E02004678,Basingstoke and Deane 004,3711,267,225,408,505,126,64,80,58,500,1635,7579
E02004679,Basingstoke and Deane 005,5263,210,396,747,478,199,106,123,97,690,2801,11110
E02004680,Basingstoke and Deane 006,3253,252,552,307,330,156,81,102,77,443,2294,7847
E02004681,Basingstoke and Deane 007,7095,1422,1287,444,504,412,133,193,142,998,2300,14930
E02004682,Basingstoke and Deane 008,3859,592,560,200,345,168,66,68,53,495,1932,8338
E02004683,Basingstoke and Deane 009,3719,1079,479,131,251,241,72,68,109,523,1486,8158
E02004684,Basingstoke and Deane 010,5111,1103,960,292,399,316,80,133,92,747,2140,11373
E02004685,Basingstoke and Deane 011,3304,675,667,157,303,220,61,87,91,521,1802,7888
E02004686,Basingstoke and Deane 012,3866,1031,621,114,279,241,75,70,110,533,1892,8832
E02004687,Basingstoke and Deane 013,3944,347,835,197,272,222,42,80,59,597,1097,7692
E02004688,Basingstoke and Deane 014,4039,649,733,113,300,223,50,88,50,669,932,7846
E02004689,Basingstoke and Deane 015,3096,72,181,416,187,120,45,52,38,324,1160,5691
E02004690,Basingstoke and Deane 016,3691,500,790,165,286,272,76,82,64,649,1546,8121
E02004691,Basingstoke and Deane 017,4081,152,316,358,297,143,65,72,81,501,1884,7950
E02004692,Basingstoke and Deane 018,3933,177,448,283,214,159,52,74,52,396,1439,7227
E02004693,Basingstoke and Deane 019,3553,342,747,260,303,241,43,74,51,570,1263,7447
E02004694,Basingstoke and Deane 020,3727,272,53,191,636,226,117,84,108,494,1629,7537
E02004695,Basingstoke and Deane 021,3622,242,460,609,282,312,74,129,81,529,2411,8751
E02004696,Basingstoke and Deane 022,3724,183,102,278,617,174,108,62,79,436,1781,7544
E02004697,East Hampshire 001,3611,208,118,256,369,149,76,78,44,413,1513,6835
E02004698,East Hampshire 002,3451,801,101,202,426,160,96,81,44,450,793,6605
E02004699,East Hampshire 003,5339,881,231,295,666,278,195,86,68,753,1919,10711
E02004700,East Hampshire 004,3037,327,155,515,496,282,150,121,49,760,1014,6906
E02004702,East Hampshire 006,3660,447,236,628,513,291,139,73,46,907,1080,8020
E02004703,East Hampshire 007,6473,204,209,496,620,452,253,86,109,877,2833,12612
E02004704,East Hampshire 008,2948,198,136,367,324,269,95,76,53,615,1126,6207
E02004705,East Hampshire 009,5082,325,217,386,496,341,137,90,95,683,1919,9771
E02004706,East Hampshire 010,4023,164,136,378,365,278,122,58,57,592,1446,7619
E02004707,East Hampshire 011,5974,478,233,192,522,392,167,59,110,703,2378,11208
E02004708,East Hampshire 012,4979,682,175,165,613,280,193,47,117,720,1652,9623
E02004709,East Hampshire 013,4400,125,138,637,595,313,97,118,71,655,1594,8743
E02004710,East Hampshire 014,3353,161,199,338,472,217,49,85,57,513,1112,6556
E02004712,Eastleigh 001,4905,245,255,610,307,90,54,39,54,386,1820,8765
E02004713,Eastleigh 002,4207,396,279,645,294,91,66,42,46,601,1365,8032
E02004714,Eastleigh 003,3780,376,252,572,317,90,69,38,30,479,1512,7515
E02004715,Eastleigh 004,4424,601,426,713,434,118,69,36,55,774,1394,9044
E02004716,Eastleigh 005,4299,316,519,613,564,83,65,54,46,830,1361,8750
E02004717,Eastleigh 006,6387,887,687,939,713,159,88,53,100,1100,1877,12990
E02004718,Eastleigh 007,3884,665,491,592,563,95,82,45,70,827,1379,8693
E02004719,Eastleigh 008,5428,237,539,849,802,144,107,70,69,1013,2274,11532
E02004720,Eastleigh 009,5502,382,844,986,353,118,48,58,60,1007,1960,11318
E02004721,Eastleigh 010,5125,434,444,1154,709,106,97,85,76,891,2665,11786
E02004722,Eastleigh 011,3669,385,228,561,377,40,54,37,45,571,1044,7011
E02004723,Eastleigh 012,4921,466,411,840,516,75,59,55,59,783,1673,9858
E02004724,Eastleigh 013,4534,253,685,830,541,88,45,47,67,989,1593,9672
E02004725,Eastleigh 014,2877,127,307,447,228,77,22,15,31,486,825,5442
E02004726,Eastleigh 015,2985,259,181,415,351,73,18,33,48,521,1153,6037
E02004727,Fareham 001,4849,468,469,535,743,94,40,54,68,608,2324,10252
E02004728,Fareham 002,4530,546,392,443,668,77,30,43,65,701,1607,9102
E02004729,Fareham 003,3747,281,647,346,466,78,34,33,49,574,990,7245
E02004730,Fareham 004,4573,369,486,511,464,81,34,39,61,551,1501,8670
E02004731,Fareham 005,3806,317,381,400,474,89,21,31,54,484,1514,7571
E02004732,Fareham 006,4523,295,489,443,544,94,28,38,65,653,1671,8843
E02004733,Fareham 007,4008,304,470,418,577,84,30,29,66,597,1435,8018
E02004734,Fareham 008,5009,632,465,851,373,174,39,52,64,721,1732,10112
E02004735,Fareham 009,3984,265,531,431,449,62,37,36,63,486,1137,7481
E02004736,Fareham 010,4232,215,590,748,238,147,23,34,41,639,1204,8111
E02004737,Fareham 011,3850,536,487,578,394,80,25,47,49,569,957,7572
E02004738,Fareham 012,3733,222,610,596,201,132,17,38,55,639,966,7209
E02004739,Fareham 013,4020,202,357,613,283,57,27,30,63,513,1061,7226
E02004740,Fareham 014,4015,170,353,495,345,55,20,39,66,426,1107,7091
E02004741,Gosport 001,4075,439,641,575,185,101,16,33,53,641,736,7495
E02004742,Gosport 002,3830,445,697,473,171,102,30,31,59,615,600,7053
E02004743,Gosport 003,3560,497,868,523,188,123,20,27,54,663,790,7313
E02004744,Gosport 004,5160,601,1058,794,281,140,37,55,75,821,796,9818
E02004745,Gosport 005,4271,783,765,556,282,125,22,33,61,803,810,8511
E02004746,Gosport 006,6193,303,826,779,438,125,40,46,129,678,1553,11110
E02004747,Gosport 007,3204,552,497,445,186,89,18,26,41,558,631,6247
E02004748,Gosport 008,5126,798,636,680,317,123,23,24,94,717,853,9391
E02004749,Gosport 009,4071,376,445,468,194,85,30,24,80,430,973,7176
E02004750,Gosport 010,3977,587,471,627,267,91,17,25,80,573,1122,7837
E02004751,Hart 001,4333,304,264,593,336,196,86,64,34,629,1595,8434
E02004752,Hart 002,3979,251,225,546,381,167,83,73,32,574,1641,7952
E02004753,Hart 003,5337,380,750,735,675,320,92,133,52,1007,2034,11515
E02004754,Hart 004,3769,146,170,274,471,105,69,75,31,396,1657,7163
E02004755,Hart 005,5482,492,441,797,403,182,136,173,47,682,3331,12166
E02004756,Hart 006,4580,255,190,493,645,128,85,130,71,585,2495,9657
E02004757,Hart 007,4216,288,189,441,237,71,69,84,30,326,1940,7891
E02004758,Hart 008,4718,328,196,512,329,129,80,105,46,487,2224,9154
E02004759,Hart 009,4152,250,325,547,291,114,78,93,40,490,1847,8227
E02004760,Hart 010,5283,194,403,713,507,175,110,129,60,595,2555,10724
E02004761,Hart 011,3114,729,107,233,448,107,49,82,56,334,1259,6518
E02004764,Havant 003,4477,344,313,558,485,140,39,45,51,740,982,8174
E02004765,Havant 004,2942,226,406,378,412,116,23,33,47,520,940,6043
E02004766,Havant 005,3822,411,534,438,308,95,25,32,45,653,751,7114
E02004767,Havant 006,3260,296,533,359,258,52,32,33,34,618,346,5821
E02004768,Havant 007,2754,323,452,283,284,91,25,33,27,486,618,5376
E02004769,Havant 008,3659,324,537,376,315,46,37,23,42,637,389,6385
E02004770,Havant 009,3804,353,484,454,398,61,47,29,35,713,470,6848
E02004771,Havant 010,5034,670,498,578,471,81,70,37,64,901,562,8966
E02004772,Havant 011,4683,350,907,629,319,128,45,33,66,891,1288,9339
E02004774,Havant 013,5868,285,364,557,654,132,71,56,75,597,1610,10269
E02004775,Havant 014,5343,557,410,681,606,111,69,63,86,712,1675,10313
E02004776,Havant 015,3507,237,181,433,192,55,27,26,58,388,844,5948
E02004777,Havant 016,3232,269,77,406,175,57,31,16,34,362,599,5258
E02004778,Havant 017,3762,253,144,352,282,69,35,31,66,496,694,6184
E02004779,New Forest 001,5836,448,220,323,609,637,128,48,89,808,1777,10923
