Middle layer Super Output Areas Code,Middle layer Super Output Areas,Owns_outright,Owns_with_a_mortgage_or_loan,Shared_ownership,Social_rented_Rents_from_council_or_Local_Authority,Other_social_rented,Private_rented_Private_landlord_or_letting_agency,Other_private_rented,Lives_rent_free
E02004527,Epping Forest 001,1432,1366,35,301,164,588,66,4
E02004528,Epping Forest 002,1584,1263,8,237,48,248,106,3
E02004529,Epping Forest 003,1180,949,18,233,46,314,97,0
E02004530,Epping Forest 004,1132,941,33,372,110,272,54,9
E02004531,Epping Forest 005,1014,1014,21,373,154,294,48,5
E02004532,Epping Forest 006,982,903,9,252,118,509,40,4
E02004533,Epping Forest 007,897,930,39,738,203,259,31,8
E02004534,Epping Forest 008,1021,1355,18,621,138,460,62,5
E02004535,Epping Forest 009,1116,718,56,135,156,460,80,5
E02004536,Epping Forest 010,1126,860,7,199,72,220,47,0
E02004537,Epping Forest 011,829,1186,12,1139,163,583,66,17
E02004538,Epping Forest 012,1414,1510,26,149,62,604,59,2
E02004539,Epping Forest 013,980,1138,8,610,37,383,52,6
E02004540,Epping Forest 014,921,943,6,145,54,317,47,2
E02004541,Epping Forest 015,1727,1793,15,291,95,856,96,2
E02004542,Epping Forest 016,1011,1066,5,89,29,275,70,3
E02004543,Epping Forest 017,816,870,34,329,133,440,43,4
E02004544,Harlow 001,1061,1919,197,601,282,507,63,4
E02004545,Harlow 002,625,788,25,1187,123,417,41,12
E02004546,Harlow 003,675,872,21,1166,116,636,49,16
E02004547,Harlow 004,701,1018,83,1074,277,684,60,8
E02004548,Harlow 005,997,1678,16,33,141,558,55,2
E02004549,Harlow 006,772,904,7,1116,35,333,48,5
E02004550,Harlow 007,734,819,27,1010,332,753,53,14
E02004551,Harlow 008,739,908,18,1031,105,322,42,12
E02004552,Harlow 009,907,885,7,529,94,316,32,7
E02004553,Harlow 010,699,930,78,588,420,337,33,4
E02004554,Harlow 011,814,901,20,718,118,435,48,8
E02004555,Maldon 001,1272,813,15,33,218,221,62,0
E02004556,Maldon 002,1564,1015,10,28,176,191,59,0
E02004557,Maldon 003,1383,1357,50,35,475,312,68,2
E02004558,Maldon 004,1274,695,32,50,607,574,85,0
E02004559,Maldon 005,1532,1160,40,28,310,249,53,0
E02004560,Maldon 006,1514,1298,17,34,359,366,89,1
E02004561,Maldon 007,2010,1492,15,20,264,303,99,0
E02004562,Maldon 008,1670,1204,49,39,457,452,94,1
E02004563,Rochford 001,1699,894,7,10,73,178,47,0
E02004564,Rochford 002,1612,1260,22,16,83,206,45,0
E02004566,Rochford 004,613,694,24,73,634,318,58,3
E02004567,Rochford 005,1611,1282,6,7,58,257,39,0
E02004568,Rochford 006,1202,1528,18,51,350,386,54,0
E02004569,Rochford 007,1346,1400,52,33,313,518,73,0
E02004570,Rochford 008,1561,1195,15,52,417,400,56,0
E02004571,Rochford 009,1681,1198,8,15,40,197,43,0
E02004572,Rochford 010,1250,1211,28,73,296,292,100,0
E02004573,Tendring 001,906,635,10,242,158,1036,63,4
E02004574,Tendring 002,1133,939,19,307,299,626,68,7
E02004575,Tendring 003,2221,1714,20,360,129,750,127,6
E02004576,Tendring 004,1975,1229,11,146,63,405,74,3
E02004577,Tendring 005,1036,945,18,95,73,206,64,2
E02004578,Tendring 006,1859,674,25,134,184,761,128,2
E02004579,Tendring 007,1878,1081,16,115,33,264,84,0
E02004580,Tendring 008,3440,1256,48,108,168,647,117,1
E02004581,Tendring 009,1798,1186,43,78,54,299,74,1
E02004582,Tendring 010,1887,795,12,22,158,362,70,0
E02004583,Tendring 011,1885,1133,13,125,93,754,75,3
E02004584,Tendring 012,2199,622,8,26,32,310,90,0
E02004585,Tendring 013,1781,1095,12,71,272,542,76,0
E02004586,Tendring 014,1731,793,11,93,193,872,95,1
E02004587,Tendring 015,1232,671,13,435,366,609,59,6
E02004588,Tendring 016,876,515,11,144,249,1619,70,3
E02004589,Tendring 017,1480,735,14,130,112,719,77,0
E02004590,Tendring 018,2193,686,13,71,169,1054,133,2
E02004591,Uttlesford 001,1274,1050,69,156,124,365,55,1
E02004592,Uttlesford 002,1996,1619,86,524,536,926,120,6
E02004593,Uttlesford 003,1472,1222,56,301,166,362,85,2
E02004594,Uttlesford 004,1221,1053,63,276,151,326,198,0
E02004595,Uttlesford 005,2051,2382,125,279,334,686,91,2
E02004596,Uttlesford 006,1195,1606,93,270,279,491,71,0
E02004597,Uttlesford 007,1234,1305,81,323,295,541,70,6
E02004598,Uttlesford 008,1600,1593,56,261,171,469,94,6
E02004599,Uttlesford 009,1134,1079,30,290,73,352,74,2
E02004675,Basingstoke and Deane 001,1265,1112,50,26,472,243,51,1
E02004676,Basingstoke and Deane 002,1501,1229,12,15,249,340,57,0
E02004677,Basingstoke and Deane 003,1143,928,49,33,354,274,131,0
E02004678,Basingstoke and Deane 004,1311,1072,22,26,361,319,114,2
E02004679,Basingstoke and Deane 005,1323,1804,174,42,666,383,89,0
E02004680,Basingstoke and Deane 006,927,1489,47,6,194,613,40,1
E02004681,Basingstoke and Deane 007,883,1888,288,103,1710,840,65,4
E02004682,Basingstoke and Deane 008,968,1223,80,37,557,486,37,1
E02004683,Basingstoke and Deane 009,670,1010,112,73,1013,483,58,0
E02004684,Basingstoke and Deane 010,957,1779,121,38,1033,602,67,0
E02004685,Basingstoke and Deane 011,795,896,88,36,608,1284,74,1
E02004686,Basingstoke and Deane 012,907,1054,47,33,561,1181,73,1
E02004687,Basingstoke and Deane 013,643,911,32,49,909,296,39,1
E02004688,Basingstoke and Deane 014,818,841,25,82,1260,335,52,0
E02004689,Basingstoke and Deane 015,1144,806,25,7,173,191,33,1
E02004690,Basingstoke and Deane 016,1146,1272,30,6,308,531,48,0
E02004691,Basingstoke and Deane 017,1467,1006,48,20,303,384,114,0
E02004692,Basingstoke and Deane 018,1687,1075,2,5,117,110,22,0
E02004693,Basingstoke and Deane 019,719,1017,38,46,909,429,30,0
E02004694,Basingstoke and Deane 020,1154,1025,54,36,466,367,87,0
E02004695,Basingstoke and Deane 021,917,1676,26,8,244,419,38,0
E02004696,Basingstoke and Deane 022,1130,1056,104,40,479,304,73,2
E02004697,East Hampshire 001,1075,922,35,18,186,347,86,0
E02004698,East Hampshire 002,708,661,46,164,913,430,52,0
E02004699,East Hampshire 003,2079,1484,64,54,382,546,98,1
E02004700,East Hampshire 004,475,1096,102,90,538,371,83,1
E02004702,East Hampshire 006,1117,1272,27,90,399,364,52,1
E02004703,East Hampshire 007,2241,1780,99,31,335,418,121,0
E02004704,East Hampshire 008,1054,897,28,43,230,238,100,1
E02004705,East Hampshire 009,1586,1416,69,68,426,411,76,0
E02004706,East Hampshire 010,1321,1015,11,49,295,345,75,1
E02004707,East Hampshire 011,2120,1355,38,45,376,543,171,0
E02004708,East Hampshire 012,1530,1089,83,119,714,747,78,0
E02004709,East Hampshire 013,1586,1341,56,44,277,232,49,0
E02004710,East Hampshire 014,1155,990,5,39,286,196,32,0
E02004712,Eastleigh 001,1687,1278,14,2,56,337,39,0
E02004713,Eastleigh 002,1459,1265,26,11,184,276,45,1
E02004714,Eastleigh 003,1562,1116,22,10,139,428,56,0
E02004715,Eastleigh 004,1232,1302,75,72,609,526,54,1
E02004716,Eastleigh 005,1336,1281,55,44,516,311,59,1
E02004717,Eastleigh 006,970,1566,299,166,1522,631,70,0
E02004718,Eastleigh 007,883,1097,50,70,674,981,78,1
E02004719,Eastleigh 008,1818,2007,107,29,235,366,54,1
E02004720,Eastleigh 009,2075,1742,81,38,382,641,77,0
E02004721,Eastleigh 010,1091,2070,183,27,388,633,62,0
E02004722,Eastleigh 011,1188,953,16,55,460,336,51,1
E02004723,Eastleigh 012,1825,1593,49,14,122,422,55,0
E02004724,Eastleigh 013,1093,1504,109,60,709,439,62,0
E02004725,Eastleigh 014,795,720,29,41,470,333,55,0
E02004726,Eastleigh 015,998,882,42,30,291,421,38,0
E02004727,Fareham 001,1286,1812,49,55,192,408,57,0
E02004728,Fareham 002,1339,1349,71,172,255,539,81,4
E02004729,Fareham 003,1131,1004,12,418,174,270,53,9
E02004730,Fareham 004,1813,1336,9,16,109,274,40,0
E02004731,Fareham 005,1510,1186,9,52,68,394,49,2
E02004732,Fareham 006,1677,1390,20,116,80,363,65,4
E02004733,Fareham 007,1362,1219,72,178,155,344,97,2
E02004734,Fareham 008,1812,1571,17,132,196,672,92,1
E02004735,Fareham 009,1723,1030,6,27,18,271,186,0
E02004736,Fareham 010,1817,1289,22,73,50,218,55,1
E02004737,Fareham 011,935,1055,25,525,240,510,78,8
E02004738,Fareham 012,1452,1078,4,259,55,242,72,6
E02004739,Fareham 013,1597,806,15,192,52,222,42,1
E02004740,Fareham 014,1697,912,10,26,77,264,149,0
E02004741,Gosport 001,1180,996,27,438,249,212,38,11
E02004742,Gosport 002,1062,925,9,550,208,304,73,17
E02004743,Gosport 003,1182,1206,17,143,66,400,85,2
E02004744,Gosport 004,622,964,87,226,809,720,366,3
E02004745,Gosport 005,949,1139,75,404,323,830,83,5
E02004746,Gosport 006,2167,1470,112,131,301,499,184,1
E02004747,Gosport 007,975,856,29,220,115,535,124,4
E02004748,Gosport 008,1105,927,66,753,597,1207,123,18
E02004749,Gosport 009,1642,955,3,30,66,270,79,1
E02004750,Gosport 010,1428,1097,9,104,132,505,79,2
E02004751,Hart 001,1466,1274,42,43,369,279,61,0
E02004752,Hart 002,1430,1348,18,11,100,232,59,0
E02004753,Hart 003,1699,1685,107,36,277,431,67,0
E02004754,Hart 004,1148,1005,55,55,381,372,67,2
E02004755,Hart 005,1455,1999,138,32,257,1160,110,1
E02004756,Hart 006,1300,1596,109,39,337,446,56,0
E02004757,Hart 007,1652,1216,11,11,83,168,24,0
E02004758,Hart 008,1337,1409,76,52,476,329,50,0
E02004759,Hart 009,1402,1406,16,7,143,291,45,1
E02004760,Hart 010,1176,1696,140,43,376,441,186,1
E02004761,Hart 011,892,670,29,39,345,280,292,0
E02004764,Havant 003,1832,1074,44,90,329,247,40,3
E02004765,Havant 004,1197,968,9,21,39,433,42,0
E02004766,Havant 005,840,864,42,147,740,305,38,3
E02004767,Havant 006,505,581,19,680,202,234,33,11
E02004768,Havant 007,669,684,8,70,451,330,40,1
E02004769,Havant 008,441,563,28,926,210,265,40,15
E02004770,Havant 009,602,730,14,799,342,279,40,13
E02004771,Havant 010,805,950,32,941,456,389,76,10
E02004772,Havant 011,1664,1501,31,361,68,297,61,8
E02004774,Havant 013,2330,1172,49,82,418,503,120,2
E02004775,Havant 014,1907,1367,59,90,525,608,60,2
E02004776,Havant 015,1476,709,13,31,152,208,45,0
E02004777,Havant 016,1284,539,10,54,264,391,56,1
E02004778,Havant 017,1592,691,21,32,110,451,60,0
E02004779,New Forest 001,2243,1279,17,280,225,658,159,4
E02004780,New Forest 002,943,744,10,406,85,268,40,8
E02004781,New Forest 003,1230,1273,27,75,193,485,51,0
E02004782,New Forest 004,1289,1067,31,278,251,472,66,0
E02004783,New Forest 005,1154,1177,7,141,116,345,46,0
E02004784,New Forest 006,1269,726,2,44,44,151,43,0
E02004785,New Forest 007,1228,636,7,106,67,276,87,0
E02004786,New Forest 008,1268,1170,26,140,254,477,180,0
E02004787,New Forest 009,1824,956,14,92,100,397,66,3
E02004788,New Forest 010,1432,969,15,73,61,278,69,1
E02004789,New Forest 011,1776,1274,35,513,340,324,110,5
E02004790,New Forest 012,1351,982,60,354,161,692,89,4
E02004791,New Forest 013,712,620,16,276,373,187,41,3
E02004792,New Forest 014,1866,1092,33,121,158,383,92,1
E02004793,New Forest 015,1713,795,15,133,88,282,71,3
E02004794,New Forest 016,1451,870,25,130,65,265,74,0
E02004795,New Forest 017,1955,757,19,250,111,794,182,3
E02004796,New Forest 018,2562,1168,19,57,104,317,84,1
E02004797,New Forest 019,1367,884,45,631,137,535,56,11
E02004798,New Forest 020,945,624,24,565,198,273,42,4
E02004799,New Forest 021,1790,858,25,186,179,713,81,0
E02004800,New Forest 022,2411,697,12,19,39,314,53,0
E02004801,New Forest 023,2369,750,21,104,41,379,81,1
E02004802,Rushmoor 001,684,851,20,120,576,229,65,2
E02004803,Rushmoor 002,444,795,27,160,887,269,65,4
E02004804,Rushmoor 003,1066,1225,24,16,139,299,47,0
E02004805,Rushmoor 004,1280,1307,82,17,195,548,75,0
E02004806,Rushmoor 005,1059,1358,61,35,253,298,118,0
E02004807,Rushmoor 006,1215,1364,54,80,535,585,94,0
E02004808,Rushmoor 007,960,1706,86,77,579,1115,401,5
E02004809,Rushmoor 008,228,927,193,116,579,1127,809,3
E02004810,Rushmoor 009,679,1237,85,88,481,569,68,3
E02004811,Rushmoor 010,938,1108,21,59,417,796,83,4
E02004812,Rushmoor 011,857,1111,11,6,89,429,65,0
E02004813,Rushmoor 012,569,806,13,172,693,246,50,11
E02004814,Test Valley 001,1139,1080,41,51,216,342,77,2
E02004815,Test Valley 002,502,744,27,371,792,379,45,4
E02004817,Test Valley 004,988,1020,59,200,488,494,66,2
E02004818,Test Valley 005,1631,1354,31,113,323,468,238,0
E02004819,Test Valley 006,1297,1185,19,58,185,570,63,1
E02004820,Test Valley 007,1078,856,44,97,240,287,341,2
E02004821,Test Valley 008,1005,619,8,43,147,252,124,2
E02004822,Test Valley 009,1394,928,32,101,363,407,164,0
E02004823,Test Valley 010,1841,1237,31,82,215,395,57,2
E02004824,Test Valley 011,1389,528,13,165,377,497,75,2
E02004825,Test Valley 012,2113,1519,51,109,347,412,73,3
E02004826,Test Valley 013,1513,1394,152,91,312,366,96,2
E02004827,Test Valley 014,1121,1238,5,8,99,324,31,0
E02004828,Test Valley 015,1275,1084,64,50,153,245,58,0
E02004829,Winchester 001,838,793,50,102,115,250,247,0
E02004830,Winchester 002,1081,883,38,302,120,299,63,3
E02004831,Winchester 003,1670,1281,76,182,183,362,139,3
E02004832,Winchester 004,1671,988,23,308,107,535,118,6
E02004833,Winchester 005,1238,1099,35,412,246,514,57,6
E02004834,Winchester 006,664,580,34,1118,304,574,60,9
E02004835,Winchester 007,1340,981,40,298,460,1318,218,1
E02004836,Winchester 008,373,289,12,744,253,510,41,7
E02004837,Winchester 009,1395,1040,39,182,98,516,66,2
E02004838,Winchester 010,1689,1376,41,276,132,355,94,0
E02004839,Winchester 011,1623,1187,38,201,157,331,120,4
E02004840,Winchester 012,1884,1465,49,278,243,473,88,5
E02004841,Winchester 013,1532,1756,95,316,239,852,127,13
E02004842,Winchester 014,1651,1552,132,228,329,598,167,0
E02004843,Broxbourne 001,1204,1053,14,21,133,244,28,1
E02004844,Broxbourne 002,886,1114,29,70,374,371,36,5
E02004845,Broxbourne 003,1067,1062,22,104,459,869,51,0
E02004846,Broxbourne 004,1135,946,5,21,73,253,26,1
E02004847,Broxbourne 005,1133,1512,59,151,640,684,73,1
E02004848,Broxbourne 006,1059,1181,11,216,142,285,36,4
E02004849,Broxbourne 007,1069,1097,54,23,118,185,27,0
E02004850,Broxbourne 008,1034,1110,11,122,386,352,38,3
E02004851,Broxbourne 009,840,902,51,88,314,206,29,0
E02004852,Broxbourne 010,1128,1061,24,67,312,648,65,0
E02004853,Broxbourne 011,810,1065,18,159,486,202,36,2
E02004854,Broxbourne 012,1116,1062,31,90,205,706,64,2
E02004855,Broxbourne 013,697,1014,92,267,642,778,75,8
E02004856,Dacorum 001,809,892,18,320,53,241,30,5
E02004857,Dacorum 002,994,899,16,175,55,345,41,0
E02004858,Dacorum 003,693,701,4,363,47,236,27,4
E02004859,Dacorum 004,1014,776,17,130,32,238,30,2
E02004860,Dacorum 005,584,822,13,160,285,534,32,1
E02004861,Dacorum 006,1115,771,11,192,77,172,57,2
E02004862,Dacorum 007,730,861,8,688,374,400,32,6
E02004863,Dacorum 008,526,744,49,1104,321,384,29,2
E02004864,Dacorum 009,1226,970,4,69,83,476,66,0
E02004865,Dacorum 010,655,775,4,484,84,365,44,7
E02004866,Dacorum 011,687,832,4,853,73,261,29,5
E02004867,Dacorum 012,851,940,24,436,101,185,29,4
E02004868,Dacorum 013,641,887,30,724,405,332,39,5
E02004869,Dacorum 014,816,851,4,318,22,322,33,4
E02004870,Dacorum 015,1052,1455,74,784,515,1076,67,4
E02004871,Dacorum 016,623,671,2,494,23,200,24,4
E02004872,Dacorum 017,1168,968,9,435,93,224,28,2
E02004873,Dacorum 018,1434,1955,42,370,295,930,76,4
E02004874,Dacorum 019,696,797,9,399,187,276,29,1
E02004875,Dacorum 020,926,1383,31,886,214,454,54,7
E02004876,Dacorum 021,1512,1235,15,235,81,343,50,1
E02004877,Dacorum 022,848,755,5,243,34,220,31,0
E02004878,East Hertfordshire 001,1366,1404,75,54,434,301,58,1
E02004880,East Hertfordshire 003,1448,1751,140,48,344,394,73,0
E02004881,East Hertfordshire 004,988,952,50,17,222,700,55,2
E02004882,East Hertfordshire 005,1040,1101,49,50,334,584,41,1
E02004883,East Hertfordshire 006,961,951,22,35,276,229,50,0
E02004884,East Hertfordshire 007,1138,1360,64,114,812,964,81,1
E02004885,East Hertfordshire 008,1310,1424,18,12,51,395,36,0
E02004886,East Hertfordshire 009,894,897,27,60,345,288,59,1
E02004887,East Hertfordshire 010,1209,1009,31,53,358,364,59,1
E02004888,East Hertfordshire 011,1503,1285,18,57,277,476,37,2
E02004889,East Hertfordshire 012,1530,1594,42,114,667,708,64,0
E02004890,East Hertfordshire 013,1283,1359,115,59,355,581,52,0
E02004891,East Hertfordshire 014,1243,1246,19,36,333,466,42,0
E02004892,East Hertfordshire 015,651,744,71,93,694,248,24,4
E02004893,East Hertfordshire 016,624,1049,52,38,223,360,25,1
E02004894,East Hertfordshire 017,1302,1414,52,70,488,1115,87,2
E02004895,East Hertfordshire 018,1330,1243,27,69,426,449,144,1
E02004896,Hertsmere 001,1549,1007,8,14,136,598,69,0
E02004897,Hertsmere 002,1051,917,13,19,305,274,29,1
E02004898,Hertsmere 003,1019,929,14,160,556,483,22,5
E02004899,Hertsmere 004,638,776,29,41,342,216,58,1
E02004900,Hertsmere 005,1279,1171,16,15,245,416,47,0
E02004901,Hertsmere 006,647,1140,48,246,1369,555,58,9
E02004902,Hertsmere 007,686,925,35,80,751,533,47,0
E02004903,Hertsmere 008,786,1000,56,40,448,501,45,1
E02004904,Hertsmere 009,633,839,89,67,706,476,53,1
E02004905,Hertsmere 010,811,946,11,27,132,419,71,0
E02004906,Hertsmere 011,962,1430,100,84,673,884,68,3
E02004907,Hertsmere 012,1469,1530,43,51,569,661,87,1
E02004908,Hertsmere 013,1698,1563,24,28,296,527,173,1
E02004909,North Hertfordshire 001,725,811,37,161,285,462,48,1
E02004910,North Hertfordshire 002,2017,1751,61,164,285,595,84,0
E02004911,North Hertfordshire 003,793,762,30,411,760,240,40,1
E02004912,North Hertfordshire 004,1620,1456,57,274,467,695,111,0
E02004914,North Hertfordshire 006,912,981,61,202,832,447,32,2
E02004915,North Hertfordshire 007,620,641,53,192,590,337,37,0
E02004916,North Hertfordshire 008,1290,820,16,186,431,300,42,0
E02004917,North Hertfordshire 009,942,716,7,321,475,197,36,0
E02004918,North Hertfordshire 010,925,1211,63,87,318,1017,53,1
E02004919,North Hertfordshire 011,959,1083,46,256,372,448,47,0
E02004920,North Hertfordshire 012,1775,1418,39,422,613,701,71,3
E02004921,North Hertfordshire 013,1273,1183,9,94,153,536,59,0
E02004922,North Hertfordshire 014,1428,1262,43,327,526,481,91,1
E02004923,North Hertfordshire 015,1714,1449,24,197,443,521,86,0
E02004924,St Albans 001,1072,1246,10,154,59,293,32,2
E02004925,St Albans 002,950,1153,14,312,140,326,35,4
E02004926,St Albans 003,1342,1111,13,88,74,602,63,0
E02004927,St Albans 004,1109,900,7,326,70,208,30,0
E02004928,St Albans 005,1229,1056,2,95,9,238,23,4
E02004929,St Albans 006,1048,893,7,262,87,229,49,1
E02004930,St Albans 007,1030,1058,6,216,74,418,32,1
E02004931,St Albans 008,998,1006,24,208,125,334,22,3
E02004932,St Albans 009,794,1036,14,486,326,259,35,4
E02004933,St Albans 010,1016,1120,1,74,24,265,29,0
E02004934,St Albans 011,806,1059,33,195,176,957,64,4
E02004935,St Albans 012,851,1289,17,217,332,1582,80,4
E02004936,St Albans 013,782,1112,6,51,62,373,39,0
E02004937,St Albans 014,1378,1040,20,25,72,404,63,0
E02004939,St Albans 016,892,836,13,506,117,296,35,1
E02004940,St Albans 017,748,954,12,576,136,505,59,10
E02004941,St Albans 018,1154,1415,51,402,206,608,55,3
E02004942,St Albans 019,1065,899,14,190,152,253,47,6
E02004943,St Albans 020,1546,1213,19,63,64,344,51,3
E02004944,Stevenage 001,619,1068,185,635,152,403,37,1
E02004945,Stevenage 002,1382,1519,91,587,463,747,64,2
E02004946,Stevenage 003,672,761,39,401,345,381,30,1
E02004948,Stevenage 005,673,705,8,586,169,480,48,2
E02004949,Stevenage 006,945,954,51,890,324,678,50,2
E02004950,Stevenage 007,727,965,48,531,94,254,41,4
E02004951,Stevenage 008,686,816,22,1090,129,625,49,5
E02004952,Stevenage 009,763,957,13,627,35,331,29,4
E02004953,Stevenage 010,552,805,11,786,72,233,34,0
E02004954,Stevenage 011,690,867,128,664,212,314,39,2
E02004955,Stevenage 012,812,802,10,472,82,206,26,2
E02004956,Three Rivers 001,1429,1343,39,107,393,489,54,4
E02004957,Three Rivers 002,1216,1603,76,223,582,452,50,3
E02004958,Three Rivers 003,1273,1167,37,68,246,216,67,2
E02004959,Three Rivers 004,1034,874,8,17,66,374,51,0
E02004960,Three Rivers 005,921,814,5,37,120,254,37,0
E02004961,Three Rivers 006,1535,1538,9,29,176,443,44,0
E02004962,Three Rivers 007,1157,1331,12,127,372,608,57,5
E02004963,Three Rivers 008,769,1027,16,209,508,223,31,2
E02004964,Three Rivers 009,645,783,9,160,439,247,33,3
E02004965,Three Rivers 010,1161,961,10,96,188,292,44,0
E02004966,Three Rivers 011,1145,885,6,14,33,349,163,1
E02004967,Three Rivers 012,521,1008,53,430,828,350,31,2
E02004968,Watford 001,752,1006,32,232,541,414,41,3
E02004969,Watford 002,925,1039,8,110,315,373,48,1
E02004970,Watford 003,814,1000,37,292,688,392,48,2
E02004971,Watford 004,690,1137,31,204,451,538,40,1
E02004972,Watford 005,878,898,6,30,85,467,31,2
E02004973,Watford 006,606,1110,15,84,186,1338,70,4
E02004974,Watford 007,1038,1170,32,45,251,980,76,0
E02004975,Watford 008,1093,1093,36,26,139,520,32,0
E02004976,Watford 009,707,920,95,114,647,2558,107,1
E02004977,Watford 010,647,897,13,25,192,1308,80,0
E02004978,Watford 011,544,942,103,264,850,1088,61,1
E02004979,Watford 012,885,1056,12,104,299,528,38,1
E02004980,Welwyn Hatfield 001,1128,958,6,116,22,168,33,1
E02004981,Welwyn Hatfield 002,1073,1153,31,322,196,400,52,4
E02004982,Welwyn Hatfield 003,870,768,14,495,43,181,24,3
E02004983,Welwyn Hatfield 004,700,753,16,659,130,310,30,6
E02004984,Welwyn Hatfield 005,842,831,12,464,315,394,26,9
E02004985,Welwyn Hatfield 006,1165,827,18,489,222,341,30,8
E02004986,Welwyn Hatfield 007,409,901,273,1200,446,464,29,13
E02004987,Welwyn Hatfield 008,714,1018,45,617,428,192,22,1
E02004988,Welwyn Hatfield 009,594,920,36,825,283,422,27,4
E02004989,Welwyn Hatfield 010,746,1004,69,650,419,1031,59,11
E02004990,Welwyn Hatfield 011,710,757,34,475,236,647,54,0
E02004991,Welwyn Hatfield 012,426,627,41,815,302,821,54,11
E02004992,Welwyn Hatfield 013,503,643,33,629,188,769,63,12
E02004994,Welwyn Hatfield 015,1050,913,3,63,11,238,56,0
E02004995,Welwyn Hatfield 016,1036,795,8,57,48,222,34,0
E02004996,Ashford 001,1251,1096,44,345,131,528,95,5
E02004997,Ashford 002,1497,1073,29,332,98,297,101,4
E02004998,Ashford 003,1181,948,24,105,81,320,54,0
E02005000,Ashford 005,947,1287,73,591,424,1498,120,18
E02005001,Ashford 006,1406,1412,45,251,125,455,96,0
E02005002,Ashford 007,957,1261,64,737,166,799,84,12
E02005003,Ashford 008,636,1065,90,434,494,503,63,5
E02005004,Ashford 009,1095,1811,89,348,190,847,95,4
E02005005,Ashford 010,1506,1649,156,140,175,395,103,0
E02005006,Ashford 011,1216,732,30,183,72,203,66,0
E02005007,Ashford 012,1525,1303,83,203,92,504,97,6
E02005008,Ashford 013,1988,886,72,344,195,512,104,4
E02005009,Ashford 014,1131,748,19,252,76,222,53,6
E02005010,Canterbury 001,1045,791,28,160,179,1350,116,1
E02005011,Canterbury 002,1877,912,65,90,89,249,56,0
E02005012,Canterbury 003,1585,1155,16,355,177,444,65,5
E02005013,Canterbury 004,1738,997,19,353,28,447,80,5
E02005014,Canterbury 005,2206,1095,10,21,15,327,56,1
E02005015,Canterbury 006,1560,1485,90,47,127,443,75,0
E02005016,Canterbury 007,1470,955,14,306,188,425,63,4
E02005017,Canterbury 008,1264,905,17,95,20,781,83,1
E02005018,Canterbury 009,1864,1115,28,160,90,386,65,1
E02005019,Canterbury 010,975,854,27,189,105,310,86,2
E02005020,Canterbury 011,1226,927,22,373,96,358,74,8
E02005021,Canterbury 012,1303,804,11,67,57,366,60,1
E02005022,Canterbury 013,694,424,17,305,458,989,67,6
E02005023,Canterbury 014,443,499,69,1091,384,968,92,11
E02005025,Canterbury 016,1253,739,40,212,157,1097,128,1
E02005026,Canterbury 017,1237,1139,11,200,130,420,65,2
E02005027,Canterbury 018,1104,684,11,102,51,247,72,3
E02005028,Dartford 001,543,2438,170,1081,349,663,47,15
E02005029,Dartford 002,864,2674,385,192,332,1396,87,2
E02005030,Dartford 003,1118,1763,175,181,239,1337,101,5
E02005031,Dartford 004,619,1058,70,644,196,672,54,16
E02005032,Dartford 005,957,1481,35,177,131,1107,71,4
E02005033,Dartford 006,635,1117,76,504,155,610,52,7
E02005034,Dartford 007,1256,1237,5,20,10,253,42,0
E02005035,Dartford 008,1201,1239,35,114,89,416,40,0
E02005036,Dartford 009,536,789,9,600,296,327,33,8
E02005037,Dartford 010,1347,1045,19,59,81,203,26,1
E02005038,Dartford 011,1015,931,6,164,40,163,34,2
E02005039,Dartford 012,864,979,16,424,93,253,37,3
E02005040,Dartford 013,1347,944,43,115,23,218,34,5
E02005041,Dover 001,1321,871,27,198,152,347,88,3
E02005042,Dover 002,1871,984,28,396,140,490,98,9
E02005043,Dover 003,1586,795,50,217,101,500,74,7
E02005044,Dover 004,1574,640,18,45,69,782,96,0
E02005045,Dover 005,1380,1221,62,328,252,543,104,3
E02005046,Dover 006,943,1379,57,460,260,292,59,4
E02005047,Dover 007,1348,868,14,411,293,438,68,2
E02005048,Dover 008,1448,841,12,133,27,228,58,2
E02005049,Dover 009,1874,760,19,121,40,299,74,1
E02005050,Dover 010,1917,1446,37,62,204,299,64,0
E02005051,Dover 011,1185,1413,19,1011,675,1188,99,4
E02005052,Dover 012,911,678,12,345,299,1292,179,10
E02005053,Dover 013,860,892,13,391,281,1413,98,4
E02005054,Dover 014,1533,938,13,75,50,270,55,1
E02005055,Gravesham 001,551,764,53,665,229,881,53,13
E02005056,Gravesham 002,806,726,35,561,369,2032,104,19
E02005057,Gravesham 003,1127,1345,69,408,264,1068,78,3
E02005058,Gravesham 004,686,864,25,406,145,757,68,7
E02005059,Gravesham 005,1444,1352,17,89,134,673,66,4
E02005060,Gravesham 006,970,1131,128,533,196,335,47,8
E02005061,Gravesham 007,680,859,23,873,94,246,32,12
E02005062,Gravesham 008,1096,983,6,220,28,227,30,1
E02005063,Gravesham 009,939,990,35,376,128,186,23,1
E02005064,Gravesham 010,1272,925,7,202,47,163,42,5
E02005065,Gravesham 011,695,974,31,807,252,340,45,19
E02005066,Gravesham 012,1647,1108,8,119,28,222,46,6
E02005067,Gravesham 013,1106,921,10,49,47,146,38,2
E02005068,Maidstone 001,1060,1315,17,16,56,300,56,0
