Middle layer Super Output Areas Code,Middle layer Super Output Areas,1_Managers_directors_and_senior_officials,2_Professional_occupations,3_Associate_professional_and_technical_occupations,4_Administrative_and_secretarial_occupations,5_Skilled_trades_occupations,6_Caring_leisure_and_other_service_occupations,7_Sales_and_customer_service_occupations,8_Process_plant_and_machine_operatives,9_Elementary_occupations,Does_not_apply,total
E02004880,East Hertfordshire 003,1209,1302,897,598,431,351,260,208,274,5302,10832
E02004881,East Hertfordshire 004,597,826,578,276,248,371,211,167,260,3333,6867
E02004882,East Hertfordshire 005,685,981,613,373,328,424,305,220,390,4141,8460
E02004883,East Hertfordshire 006,604,574,482,327,428,254,162,164,191,3061,6247
E02004884,East Hertfordshire 007,748,1150,813,517,480,658,415,316,522,4754,10373
E02004885,East Hertfordshire 008,785,1079,730,463,351,314,311,196,256,4096,8581
E02004886,East Hertfordshire 009,761,593,481,312,363,251,168,133,183,3420,6665
E02004887,East Hertfordshire 010,876,833,523,404,358,228,176,137,215,3780,7530
E02004888,East Hertfordshire 011,736,937,657,496,361,321,209,194,264,4568,8743
E02004889,East Hertfordshire 012,877,1191,856,597,647,423,319,264,474,5588,11236
E02004890,East Hertfordshire 013,705,1014,792,485,432,350,249,239,354,3769,8389
E02004891,East Hertfordshire 014,743,1104,714,357,301,201,171,109,185,4012,7897
E02004892,East Hertfordshire 015,446,691,463,270,266,241,152,162,251,2970,5912
E02004893,East Hertfordshire 016,574,811,568,370,285,214,153,145,207,2647,5974
E02004894,East Hertfordshire 017,1004,1356,972,482,401,328,238,213,260,4379,9633
E02004895,East Hertfordshire 018,866,962,671,525,444,304,213,186,317,4900,9388
E02004896,Hertsmere 001,686,876,527,423,300,252,199,185,218,4314,7980
E02004897,Hertsmere 002,475,833,407,395,315,243,212,141,190,3601,6812
E02004898,Hertsmere 003,453,697,490,395,398,324,259,212,282,4242,7752
E02004899,Hertsmere 004,543,568,445,281,186,227,141,122,149,2728,5390
E02004900,Hertsmere 005,1035,1184,545,388,162,217,155,105,149,4242,8182
E02004901,Hertsmere 006,589,893,666,519,584,505,339,353,557,5209,10214
E02004902,Hertsmere 007,558,800,516,420,419,369,239,259,447,4096,8123
E02004903,Hertsmere 008,630,896,591,366,349,309,208,169,283,3713,7514
E02004904,Hertsmere 009,447,645,490,409,397,334,242,259,322,3324,6869
E02004905,Hertsmere 010,791,927,419,307,205,219,142,103,157,3273,6543
E02004906,Hertsmere 011,834,1316,836,587,520,524,337,314,439,5406,11113
E02004907,Hertsmere 012,984,1316,843,591,427,414,301,203,320,5377,10776
E02004908,Hertsmere 013,1173,1291,703,583,345,356,224,156,188,5535,10554
E02004909,North Hertfordshire 001,367,747,454,301,301,310,218,222,263,2633,5816
E02004910,North Hertfordshire 002,902,1581,891,570,552,416,337,325,388,5669,11631
E02004911,North Hertfordshire 003,394,567,437,307,352,332,248,223,352,3595,6807
E02004912,North Hertfordshire 004,777,1378,881,528,531,458,422,298,376,4968,10617
E02004914,North Hertfordshire 006,521,945,647,331,308,330,266,222,401,4106,8077
E02004915,North Hertfordshire 007,311,582,378,235,271,231,229,204,284,2908,5633
E02004916,North Hertfordshire 008,600,959,501,299,246,255,181,151,225,3997,7414
E02004917,North Hertfordshire 009,383,564,400,262,278,269,228,193,304,3510,6391
E02004918,North Hertfordshire 010,704,1460,828,340,353,290,246,201,297,3438,8157
E02004919,North Hertfordshire 011,577,1121,652,346,293,283,270,216,281,3669,7708
E02004920,North Hertfordshire 012,984,1492,862,411,422,382,347,215,374,5998,11487
E02004921,North Hertfordshire 013,714,1290,705,295,215,234,234,124,175,3882,7868
E02004922,North Hertfordshire 014,958,1151,753,443,511,348,221,202,335,5207,10129
E02004923,North Hertfordshire 015,1078,1340,742,460,448,344,246,192,272,5260,10382
E02004924,St Albans 001,898,1264,607,272,132,165,136,65,135,4053,7727
E02004925,St Albans 002,794,1232,613,253,191,191,139,87,170,4206,7876
E02004926,St Albans 003,1008,1300,582,274,151,161,108,38,82,4395,8099
E02004927,St Albans 004,670,814,470,263,222,219,155,88,154,3661,6716
E02004928,St Albans 005,784,1011,513,263,154,136,110,48,115,3737,6871
E02004929,St Albans 006,689,799,456,263,210,185,111,80,141,3469,6403
E02004930,St Albans 007,629,1032,541,323,229,224,180,110,210,3525,7003
E02004931,St Albans 008,646,989,534,300,221,223,152,107,190,3612,6974
E02004932,St Albans 009,726,1090,533,273,228,296,190,117,234,4056,7743
E02004933,St Albans 010,856,1185,535,272,101,130,119,47,107,3590,6942
E02004934,St Albans 011,842,1585,734,270,192,198,191,105,226,3461,7804
E02004935,St Albans 012,1131,2000,994,359,247,221,218,105,248,3529,9052
E02004936,St Albans 013,623,1155,638,284,166,198,156,74,159,3086,6539
E02004937,St Albans 014,877,1197,562,263,113,138,129,52,93,3868,7292
E02004939,St Albans 016,542,877,441,244,242,255,193,145,266,3483,6688
E02004940,St Albans 017,666,1093,559,270,266,272,236,170,287,3892,7711
E02004941,St Albans 018,740,1074,671,489,493,465,375,297,420,4777,9801
E02004942,St Albans 019,566,715,452,290,281,264,199,115,173,3378,6433
E02004943,St Albans 020,869,1001,594,402,283,266,189,152,195,4269,8220
E02004944,Stevenage 001,390,809,534,383,446,448,356,372,452,3950,8140
E02004945,Stevenage 002,814,1655,911,584,585,550,432,312,505,5886,12234
E02004946,Stevenage 003,315,557,396,345,385,320,288,301,343,3177,6427
E02004948,Stevenage 005,311,617,433,323,337,272,231,203,283,3068,6078
E02004949,Stevenage 006,408,836,578,403,458,487,353,326,445,4501,8795
E02004950,Stevenage 007,357,574,450,343,408,395,274,266,380,3378,6825
E02004951,Stevenage 008,329,751,515,337,442,459,334,326,531,4031,8055
E02004952,Stevenage 009,383,655,472,371,405,347,280,266,356,3347,6882
E02004953,Stevenage 010,307,461,368,317,429,365,278,271,422,3259,6477
E02004954,Stevenage 011,398,604,448,327,442,376,323,288,411,3519,7136
E02004955,Stevenage 012,377,520,417,299,374,290,247,205,280,3009,6018
E02004956,Three Rivers 001,875,1041,757,438,443,396,244,195,269,4378,9036
E02004957,Three Rivers 002,880,1232,820,574,489,444,344,264,393,5375,10815
E02004958,Three Rivers 003,792,995,635,433,324,248,153,128,190,3959,7857
E02004959,Three Rivers 004,895,919,458,275,152,107,107,43,75,3153,6184
E02004960,Three Rivers 005,671,868,455,242,132,145,128,37,82,2951,5711
E02004961,Three Rivers 006,871,1405,783,538,375,344,229,168,237,4758,9708
E02004962,Three Rivers 007,877,1300,760,434,376,292,217,146,279,4345,9026
E02004963,Three Rivers 008,510,769,476,372,468,353,238,238,354,3788,7566
E02004964,Three Rivers 009,488,579,388,283,316,249,138,180,237,2888,5746
E02004965,Three Rivers 010,480,642,443,365,397,275,207,182,257,3701,6949
E02004966,Three Rivers 011,1054,1273,499,448,138,123,91,28,85,3560,7299
E02004967,Three Rivers 012,391,650,440,404,550,445,276,278,479,3967,7880
E02004968,Watford 001,476,662,495,385,465,391,248,271,376,3937,7706
E02004969,Watford 002,476,757,510,412,423,356,239,223,309,3549,7254
E02004970,Watford 003,461,717,483,457,471,392,313,309,450,4346,8399
E02004971,Watford 004,488,831,607,419,427,381,354,346,472,4340,8665
E02004972,Watford 005,458,804,455,364,299,216,213,172,226,2966,6173
E02004973,Watford 006,533,992,678,415,495,458,386,331,612,3804,8704
E02004974,Watford 007,844,1451,706,408,292,288,236,161,266,4420,9072
E02004975,Watford 008,768,1314,579,359,183,208,203,129,209,4275,8227
E02004976,Watford 009,709,1498,906,520,619,526,558,415,794,4869,11414
E02004977,Watford 010,389,1113,557,378,489,533,394,353,732,4223,9161
E02004978,Watford 011,484,1144,574,442,457,555,401,367,660,5213,10297
E02004979,Watford 012,618,997,586,371,296,266,231,148,223,3445,7181
E02004980,Welwyn Hatfield 001,749,808,453,329,195,146,138,91,136,3157,6202
E02004981,Welwyn Hatfield 002,751,994,617,398,353,266,260,160,295,4043,8137
E02004982,Welwyn Hatfield 003,457,717,410,263,228,226,181,118,160,3210,5970
E02004983,Welwyn Hatfield 004,354,614,465,318,307,267,209,191,281,3111,6117
E02004984,Welwyn Hatfield 005,418,685,488,365,302,270,274,181,255,3050,6288
E02004985,Welwyn Hatfield 006,575,949,512,313,218,207,185,92,182,3698,6931
E02004986,Welwyn Hatfield 007,507,929,683,418,492,469,357,289,485,4159,8788
E02004987,Welwyn Hatfield 008,505,869,590,460,427,346,280,205,324,3790,7796
E02004988,Welwyn Hatfield 009,490,834,600,390,368,380,270,243,339,3935,7849
E02004989,Welwyn Hatfield 010,634,981,645,498,490,558,664,311,873,6902,12556
E02004990,Welwyn Hatfield 011,539,812,460,354,290,314,283,255,503,3478,7288
E02004991,Welwyn Hatfield 012,380,643,423,312,362,482,439,323,804,4062,8230
E02004992,Welwyn Hatfield 013,306,555,436,309,383,516,587,358,949,6006,10405
E02004994,Welwyn Hatfield 015,747,690,448,331,192,171,139,71,135,3225,6149
E02004995,Welwyn Hatfield 016,650,613,386,300,255,132,134,96,121,2954,5641
E02004996,Ashford 001,744,896,560,357,402,275,240,183,302,4468,8427
E02004997,Ashford 002,775,719,524,351,459,278,212,166,237,4470,8191
E02004998,Ashford 003,493,707,417,356,339,256,281,175,230,3546,6800
E02005000,Ashford 005,606,1146,737,476,588,675,546,527,792,6014,12107
E02005001,Ashford 006,543,999,619,457,539,429,382,341,433,4822,9564
E02005002,Ashford 007,443,585,527,369,575,531,443,518,736,5313,10040
E02005003,Ashford 008,346,512,461,331,540,526,405,466,653,5010,9250
E02005004,Ashford 009,746,1144,884,615,704,652,521,443,547,5545,11801
E02005005,Ashford 010,1014,1091,747,527,578,345,338,234,322,5200,10396
E02005006,Ashford 011,622,480,318,256,393,189,141,150,207,3451,6207
E02005007,Ashford 012,794,828,577,439,577,337,291,244,339,4939,9365
E02005008,Ashford 013,667,640,425,328,535,331,288,164,296,5096,8770
E02005009,Ashford 014,449,489,336,252,382,203,172,155,248,3276,5962
E02005010,Canterbury 001,410,518,369,263,427,468,308,204,367,4258,7592
E02005011,Canterbury 002,411,520,405,304,386,295,238,179,245,4502,7485
E02005012,Canterbury 003,467,573,471,368,475,443,315,257,393,5198,8960
E02005013,Canterbury 004,388,485,389,314,481,431,290,255,354,4824,8211
E02005014,Canterbury 005,586,743,486,333,367,262,246,156,237,5020,8436
E02005015,Canterbury 006,609,779,636,489,564,480,346,242,342,5161,9648
E02005016,Canterbury 007,459,719,530,311,413,298,226,152,307,4393,7808
E02005017,Canterbury 008,517,777,533,233,353,286,200,121,233,3383,6636
E02005018,Canterbury 009,565,785,547,366,433,338,252,198,270,4976,8730
E02005019,Canterbury 010,463,637,377,231,347,289,179,163,265,3578,6529
E02005020,Canterbury 011,382,575,375,268,402,379,272,253,448,4169,7523
E02005021,Canterbury 012,440,952,401,282,235,246,325,124,310,7719,11034
E02005022,Canterbury 013,253,721,350,193,179,293,346,139,441,5147,8062
E02005023,Canterbury 014,235,678,375,215,300,411,394,223,729,6168,9728
E02005025,Canterbury 016,444,1266,510,315,210,347,345,138,400,5918,9893
E02005026,Canterbury 017,631,1035,541,291,397,322,228,177,246,4212,8080
E02005027,Canterbury 018,418,659,334,223,302,186,120,82,129,3063,5516
E02005028,Dartford 001,809,1673,843,700,615,636,450,508,769,7365,14368
E02005029,Dartford 002,1237,2031,1262,992,791,528,484,537,601,6462,14925
E02005030,Dartford 003,740,1407,809,783,604,517,463,488,673,5721,12205
E02005031,Dartford 004,444,660,510,436,468,352,339,360,488,4080,8137
E02005032,Dartford 005,531,950,660,535,555,500,408,409,613,4568,9729
E02005033,Dartford 006,442,688,489,397,480,409,281,336,419,3663,7604
E02005034,Dartford 007,530,864,538,549,407,260,295,221,245,3818,7727
E02005035,Dartford 008,485,904,528,563,429,361,345,266,324,4332,8537
E02005036,Dartford 009,295,486,343,305,388,361,255,254,415,3631,6733
E02005037,Dartford 010,578,728,483,444,301,207,181,160,181,3822,7085
E02005038,Dartford 011,420,552,405,356,374,227,177,136,199,3156,6002
E02005039,Dartford 012,398,544,455,351,488,283,227,252,277,3600,6875
E02005040,Dartford 013,646,614,424,416,300,221,164,137,196,3712,6830
E02005041,Dover 001,554,775,435,284,420,275,186,168,233,3915,7245
E02005042,Dover 002,539,769,499,359,451,365,207,237,341,5156,8923
E02005043,Dover 003,323,500,453,261,368,404,215,196,278,4128,7126
E02005044,Dover 004,411,482,414,219,282,285,167,125,208,3461,6054
E02005045,Dover 005,453,584,601,361,600,634,264,270,394,5189,9350
E02005046,Dover 006,492,632,562,393,517,517,279,352,460,4758,8962
E02005047,Dover 007,336,473,465,301,369,426,258,211,310,4568,7717
E02005048,Dover 008,419,503,479,283,374,312,189,178,215,3640,6592
E02005049,Dover 009,503,507,466,289,281,245,138,117,164,4223,6933
E02005050,Dover 010,517,751,841,516,475,437,365,311,349,5143,9705
E02005051,Dover 011,431,540,748,480,624,957,667,616,848,7691,13602
E02005052,Dover 012,298,415,553,305,314,535,319,310,430,4873,8352
E02005053,Dover 013,331,388,510,372,398,601,404,442,568,5143,9157
E02005054,Dover 014,388,476,479,351,385,309,255,204,241,3597,6685
E02005055,Gravesham 001,333,461,347,322,405,410,354,436,678,4649,8395
E02005056,Gravesham 002,440,709,536,374,459,442,389,560,949,5306,10164
E02005057,Gravesham 003,572,798,674,505,596,533,435,597,815,6061,11586
E02005058,Gravesham 004,358,471,424,352,434,418,277,384,556,4333,8007
E02005059,Gravesham 005,647,977,731,561,433,380,320,345,484,4767,9645
E02005060,Gravesham 006,464,683,515,425,496,368,329,346,466,4554,8646
E02005061,Gravesham 007,306,432,352,311,403,369,260,300,458,4305,7496
E02005062,Gravesham 008,370,499,406,387,410,297,268,293,366,3787,7083
E02005063,Gravesham 009,481,552,415,389,364,337,260,294,327,3907,7326
E02005064,Gravesham 010,551,543,397,400,316,188,212,164,196,3597,6564
E02005065,Gravesham 011,361,468,389,364,486,438,325,353,495,4631,8310
E02005066,Gravesham 012,580,698,548,468,416,258,189,176,202,4215,7750
E02005067,Gravesham 013,542,556,391,333,372,196,180,139,193,3030,5932
E02005068,Maidstone 001,737,760,636,409,434,269,221,213,226,3272,7177
E02005069,Maidstone 002,684,892,661,478,465,378,323,281,436,4487,9085
E02005070,Maidstone 003,672,997,738,517,415,355,302,234,297,5225,9752
E02005071,Maidstone 004,649,929,1033,511,645,574,471,565,1137,5778,12292
E02005072,Maidstone 005,674,844,601,397,353,262,250,167,247,4246,8041
E02005073,Maidstone 006,773,1269,919,562,624,562,539,578,1012,5528,12366
E02005074,Maidstone 007,648,762,597,445,404,249,238,178,233,4277,8031
E02005075,Maidstone 008,617,1283,692,547,530,563,375,378,613,5463,11061
E02005076,Maidstone 009,504,796,645,473,557,487,417,496,799,4835,10009
E02005077,Maidstone 010,445,484,445,311,494,395,308,376,513,4327,8098
E02005078,Maidstone 011,910,844,647,536,523,353,283,287,309,5072,9764
E02005079,Maidstone 012,636,840,646,472,497,329,273,242,327,4791,9053
E02005080,Maidstone 013,459,507,462,461,668,625,494,622,812,7072,12182
E02005081,Maidstone 014,589,636,457,348,391,219,188,175,213,3756,6972
E02005082,Maidstone 015,1066,1078,848,619,730,435,391,387,503,5913,11970
E02005083,Maidstone 016,570,715,569,421,459,324,246,236,295,4015,7850
E02005084,Maidstone 017,721,710,478,361,417,237,206,175,207,3993,7505
E02005085,Maidstone 018,820,809,571,376,447,219,191,205,261,3982,7881
E02005086,Maidstone 019,558,662,459,393,370,289,181,145,297,3339,6693
E02005087,Sevenoaks 001,507,649,480,434,424,266,204,199,216,3762,7141
E02005088,Sevenoaks 002,459,633,496,434,574,426,394,337,518,5641,9912
E02005089,Sevenoaks 003,461,680,481,439,424,262,237,211,242,3419,6856
E02005090,Sevenoaks 004,493,528,334,290,260,162,173,123,137,3427,5927
